accession	type	adm1	adm2	adm3	adm4	x	y	year_charac	select	from_gps	elev_mean	elev_median
227056B	farmer variety	Amhara	MISRAK GOJAM	HULET EJ ENESE	NA	37.98055556	10.96	1987	TRUE	TRUE	1194.409836	1191
238492A	farmer variety	Oromia	MISRAK SHEWA	ADA'A CHUKALA	Dibayu(Golbicha) 7km from Debre zeit on the way to Ziquala	38.91111111	8.698888889	NA	TRUE	TRUE	748.8709677	742.5
6856B	farmer variety	Amhara	SEMEN GONDAR	ALEFA	9km S of Dengel Ber	37	11.966667	1985	TRUE	TRUE	566.0333333	564
6584	farmer variety		NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA
237810	farmer variety		NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA
8117	farmer variety		NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA
5586	farmer variety		NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA
Arendato	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Assassa	modern	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA
Bichena	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Boohai	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Denbi	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Dinknesh	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Flakit	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Foka	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Gerardo	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
GG2	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Ginchi	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Hitosa	modern	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA
Kilinto	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
LD-357	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Mangudo	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Megenagna	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Metaya	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Mossobo	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Mukiye	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Quamy	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Robe	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Selam	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
TOB-66	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Tossa	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Ude	modern	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA
Werer	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Workaye	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
Yerer	modern	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	NA	NA
