maxDT_veg,minDT_veg,maxNT_veg,minNT_veg,DTR_veg,minDT_rep,maxNT_rep,minNT_rep,DTR_rep,maxDT_gra,maxNT_gra,minNT_gra,DTR_gra,maxDT_sow2rep,minDT_sow2rep,maxNT_sow2rep,minNT_sow2rep,DTR_sow2rep,maxDT_sow2gra,minDT_sow2gra,maxNT_sow2gra,minNT_sow2gra,DTR_sow2gra,MLDS_veg,MLWS_veg,R10mm_veg,R20mm_veg,SDII_veg,Rx1day_veg,Rx5day_veg,Rtotal_veg,MLDS_rep,Rtotal_rep,MLWS_sow2rep,R10mm_sow2rep,R20mm_sow2rep,SDII_sow2rep,Rx1day_sow2rep,Rx5day_sow2rep,Rtotal_sow2rep,MLDS_sow2gra,MLWS_sow2gra,R10mm_sow2gra,R20mm_sow2gra,SDII_sow2gra,Rx1day_sow2gra,Rx5day_sow2gra,Rtotal_sow2gra,year,lat,lon,id
26.07,20.34,16.19,12.49,9.614871794871794,21.81,14.01,9.85,11.8225,27.38,13.93,9.06,13.87186046511628,26.07,20.34,16.19,10.08,9.950919540229885,27.38,20.34,16.19,9.06,11.247846153846154,1,63,3,0,4.6567105263157895,12.65,43.12,352.6,10,48.35,63,3,0,4.653636363636363,12.65,43.12,353.63,21,63,3,0,4.533855421686747,12.65,43.12,365.49,2014,8.957694,39.177167,230
23.16,18.29,17.87,14.34,4.4292,19.49,16.71,12.92,6.4408,23.38,15.99,10.74,7.973673469387755,23.16,18.29,17.87,13.72,4.648,23.38,18.29,17.87,10.74,5.86410447761194,1,56,24,6,9.842739726027396,40.29,132.95,717.44,10,109.49000000000001,56,26,7,9.883,40.29,132.95,788.22,33,56,26,7,8.998888888888889,40.29,132.95,803.79,2014,11.70598,38.7643,232
24.43,17.09,15.54,12.39,6.196142857142857,17.81,13.85,11.04,6.8636,22.31,12.71,7.25,9.800555555555556,24.43,17.09,15.54,12.24,6.306,24.43,17.09,15.54,7.25,7.714253731343283,2,32,15,6,8.451515151515151,34.52,103.29,554.58,2,104.07,32,15,6,7.785,34.52,103.29,571.85,33,32,18,6,7.743294117647058,34.52,103.29,648.27,2014,11.77979,39.02391,233
24.17,18.29,17.9,14.34,4.300845070422535,19.48,17.16,15.18,5.152916666666667,22.54,17.16,10.74,7.273333333333333,24.17,18.29,17.9,14.34,4.41775,24.17,18.29,17.9,10.74,5.568507462686567,1,70,26,8,11.29957142857143,40.29,132.95,790.34,1,114.37,70,27,8,10.600384615384616,40.29,132.95,825.75,33,70,30,9,9.590505050505051,40.29,132.95,946.7,2014,11.74386,38.74462,234
23.16,18.29,17.87,15.07,4.515142857142857,19.49,16.71,12.92,6.5084,23.38,15.99,9.47,8.16,23.16,18.29,17.87,13.72,4.7673749999999995,23.38,18.29,17.87,9.47,6.13455223880597,1,50,21,4,8.984117647058824,40.29,132.95,609.84,11,107.37,50,22,5,9.016081081081081,40.29,132.95,664.72,33,50,22,5,8.182261904761905,40.29,132.95,680.29,2014,11.710227,38.979377,236
29.08,20.53,16.63,13.13,10.37,24.72,15.55,12.1,12.706785714285713,27.88,14.62,8.84,13.420851063829787,29.08,20.53,16.63,12.1,10.699540229885057,29.08,20.53,16.63,8.84,11.65402985074627,25,15,8,2,10.0865,90.51,128.75,397.65,11,2.98,15,8,2,9.936585365853658,90.51,128.75,399.44,26,15,8,2,8.84125,90.51,128.75,411.14,2015,13.3742,39.0925,239
29.08,20.53,16.63,12.1,10.493918918918919,22.01,15.15,11.63,12.64625,27.88,14.62,8.58,13.76764705882353,29.08,20.53,16.63,12.1,10.766144578313252,29.08,20.53,16.63,8.58,11.908507462686567,26,15,7,2,10.873030303030303,90.51,128.75,351.73,11,4.51,15,7,2,10.60735294117647,90.51,128.75,352.92,26,15,7,2,9.255121951219511,90.51,128.75,365.65,2015,13.3742,39.0925,240
23.16,18.29,17.87,14.34,4.449855072463768,19.49,17.16,12.92,6.360740740740741,23.38,15.99,9.47,8.153018867924528,23.16,18.29,17.87,13.72,4.716666666666667,23.38,18.29,17.87,9.47,6.075820895522388,1,52,21,5,9.462388059701492,40.29,132.95,632.9,10,117.24,52,23,6,9.46,40.29,132.95,716.54,33,52,23,6,8.593023255813954,40.29,132.95,732.11,2014,11.6475,38.92275,241
25.98,20.34,16.19,9.85,10.495064935064935,23.72,12.73,9.06,14.638846153846153,27.38,13.93,7.99,14.396734693877551,25.98,20.34,16.19,9.06,11.064431818181818,27.38,20.34,16.19,7.99,12.256277372262774,13,43,3,0,4.8715789473684215,12.65,43.12,272.12,16,2.5,43,3,0,4.820172413793103,12.65,43.12,273.42,21,43,3,0,4.628181818181818,12.65,43.12,288.03,2014,8.967139,39.183306,242
23.12,16.64,17.81,13.77,4.401388888888889,18.55,17.7,13.43,6.071666666666667,23.5,16.3,10.58,8.275,23.12,16.64,17.81,13.43,4.6466666666666665,23.5,16.64,17.81,10.58,6.065263157894737,9,51,16,9,10.31344262295082,34.57,92.54,625.11,7,138.16,51,18,9,10.101029411764706,34.57,92.54,681.52,28,51,18,9,9.880985915492957,34.57,92.54,691.23,2013,11.67721,38.87021,246
23.16,18.29,17.87,12.92,5.014109589041096,20.61,15.11,11.83,7.635217391304348,23.38,15.99,9.47,8.35,23.16,18.29,17.87,11.83,5.312098765432099,23.38,18.29,17.87,9.47,6.51365671641791,6,41,18,1,7.489076923076923,24.35,66.73,484.22,21,4.05,41,18,1,7.4898461538461545,24.35,66.73,484.22,33,41,18,1,6.759733333333333,24.35,66.73,499.79,2014,11.70798,38.76535,247
22.31,17.31,14.59,8.42,7.370128205128205,18.59,11.09,6.86,10.797083333333333,23.36,11.96,5.08,11.779523809523809,22.31,17.31,14.59,7.82,7.686206896551724,23.36,17.31,14.59,5.08,9.018914728682171,8,55,11,0,5.925671641791045,19.24,50.5,395.1,24,0,55,11,0,5.927014925373134,19.24,50.5,395.1,43,55,11,0,5.8105714285714285,19.24,50.5,399.61,2014,10.017472,39.242167,248
21.58,16.54,13.33,9.32,7.678356164383562,16.54,11.53,6.68,9.082692307692309,22.57,10.99,5.4,11.81531914893617,21.58,16.54,13.33,7,7.8602380952380955,22.57,16.54,13.33,5.4,9.279236641221374,1,45,10,0,6.123333333333333,17.89,48.59,420.3,14,61.85,45,10,0,6.118630136986302,17.89,48.59,442.65,45,45,10,0,6.088933333333333,17.89,48.59,446.88,2014,9.792333,39.17675,249
26.07,19.55,16.19,13.07,9.496753246753247,20.34,14.45,10.08,10.845384615384615,27.38,13.93,8.12,13.816326530612244,26.07,19.55,16.19,10.08,9.620681818181819,27.38,19.55,16.19,8.12,11.12131386861314,1,69,5,0,4.732105263157894,14.12,38.87,358.73,6,73.28,69,5,0,4.832926829268293,14.12,43.12,393.4,21,69,5,0,4.692134831460675,14.12,43.12,406.29,2014,8.782722,39.240444,251
21.58,16.54,13.33,9.32,7.7821428571428575,16.54,11.53,6.43,9.8716,22.57,10.99,3.78,12.091632653061225,21.58,16.54,13.33,7,8.11625,22.57,16.54,13.33,3.78,9.626279069767442,2,45,7,0,5.67546875,17.89,48.13,360.27,19,41.17,45,7,0,5.6978125,17.89,48.13,360.27,45,45,7,0,5.704999999999999,17.89,48.13,364.5,2014,9.930056,39.188444,259
29.08,20.53,16.63,11.63,11.327922077922079,22.01,14.62,11.5,13.134166666666667,27.49,14.62,8.58,13.21795918367347,29.08,20.53,16.63,11.5,11.591395348837208,29.08,20.53,16.63,8.58,12.181777777777778,26,9,4,1,11.7415,90.51,128.75,227.70000000000002,9,7.68,9,4,1,11.40952380952381,90.51,128.75,229.97,26,9,4,1,9.160333333333334,90.51,128.75,259.4,2015,13.3742,39.0925,260
23.16,18.92,17.87,12.92,5.134788732394366,20.61,15.11,11.83,7.7508333333333335,23.38,15.99,9.47,8.413518518518519,23.16,18.92,17.87,11.83,5.448125,23.38,18.92,17.87,9.47,6.643134328358209,7,38,18,1,7.562096774193549,24.35,66.73,466.25,23,1.15,38,18,1,7.56241935483871,24.35,66.73,466.25,33,38,18,1,6.804444444444445,24.35,66.73,481.82,2014,11.735996,38.738573,262
23.16,18.29,17.87,14.2,4.595294117647058,19.49,16.04,12.83,6.81375,23.38,15.99,9.47,8.276842105263158,23.16,18.29,17.87,12.92,4.888441558441558,23.38,18.29,17.87,9.47,6.329776119402985,1,45,19,3,8.207121212121212,27.3,78.56,540.59,13,98.43,45,20,3,8.135942028985507,27.3,78.56,558.8100000000001,33,45,20,3,7.359493670886076,27.3,78.56,574.38,2014,11.70623,38.75922,263
23.12,16.64,17.81,13.77,4.444558823529412,18.55,17.7,13.43,6.0125,23.5,16.3,10.58,8.301578947368421,23.12,16.64,17.81,13.43,4.6193506493506495,23.5,16.64,17.81,10.58,6.185671641791045,9,49,15,6,9.159122807017544,27.67,87.50999999999999,518.06,5,138.16,49,18,7,9.500615384615385,27.67,87.50999999999999,612.63,28,49,18,7,9.21840579710145,27.67,87.50999999999999,625.75,2013,11.69241,38.7608,264
22.54,18.92,17.44,11.83,5.7418571428571425,20.53,15.71,10.74,8.147307692307692,24.2,15.99,9.47,8.693076923076923,22.54,18.92,17.44,11.16,6.160246913580247,24.2,18.92,17.44,9.47,7.150526315789474,19,25,13,1,7.67,24.35,66.73,373.21,22,6.3,25,13,1,7.671224489795918,24.35,66.73,373.21,33,25,13,1,6.597213114754099,24.35,66.73,391.32,2014,11.64212,38.91624,265
25.7,18.36,15.37,10.93,8.983947368421052,21.2,14.06,9.23,12.02962962962963,24.69,13.75,5.38,13.546458333333334,25.7,18.36,15.37,10.26,9.450909090909091,25.7,18.36,15.37,5.38,10.89639705882353,10,35,10,5,7.782222222222223,32.2,74.23,412.8,20,17.42,35,10,5,7.784814814814815,32.2,74.23,412.8,30,35,10,5,7.623928571428571,32.2,74.23,416.67,2013,13.3742,39.0925,269
25.7,19.93,15.23,10.26,9.796944444444444,22.34,12.4,9.23,12.768076923076922,25.48,13.75,5.38,14.004528301886792,25.7,19.93,15.23,9.23,10.209156626506024,25.7,19.93,15.23,5.38,11.688235294117646,11,21,3,4,6.473999999999999,22.72,74.23,251.38,20,2.22,21,3,4,6.47675,22.72,74.23,251.38,30,21,3,4,6.2700000000000005,22.72,74.23,259.09,2013,13.3742,39.0925,271
25.7,19.93,15.37,10.3,9.466493506493507,22.34,11.66,9.23,12.713461538461539,24.69,13.75,5.38,13.72734693877551,25.7,19.93,15.37,9.23,9.930909090909092,25.7,19.93,15.37,5.38,11.28875912408759,10,29,9,4,7.376666666666666,22.72,74.23,346.5,23,2.22,29,9,4,7.376666666666666,22.72,74.23,346.5,30,29,9,4,7.151568627450981,22.72,74.23,354.21,2013,13.3742,39.0925,272
29.08,20.53,16.63,12.1,10.564594594594594,22.01,14.87,11.63,13.246666666666666,27.88,14.62,8.58,13.638235294117647,29.08,20.53,16.63,12.1,10.745180722891567,29.08,20.53,16.63,8.58,11.846268656716418,26,15,7,2,11.610333333333333,90.51,128.75,341.48,8,2.7199999999999998,15,7,2,10.9940625,90.51,128.75,344.2,26,15,7,2,9.479512195121952,90.51,128.75,374.64,2015,13.3742,39.0925,273
29.08,20.53,16.63,12.1,10.794868421052632,22.01,14.62,11.5,13.325185185185186,27.88,14.62,8.58,13.260208333333333,29.08,20.53,16.63,11.63,11.172954545454544,29.08,20.53,16.63,8.58,11.909632352941177,26,15,7,1,11.299230769230771,90.51,128.75,286.37,9,6.18,15,7,1,10.66,90.51,128.75,290.17,26,15,7,1,9.053513513513513,90.51,128.75,319.6,2015,13.3742,39.0925,274
29.08,20.53,16.63,12.55,10.405,22.01,15.15,12.1,12.4475,27.88,14.62,8.84,13.618627450980393,29.08,20.53,16.63,12.1,10.686506024096385,29.08,20.53,16.63,8.84,11.802462686567164,26,15,7,2,10.520277777777778,90.51,128.75,371.97,11,4.51,15,7,2,10.291351351351352,90.51,128.75,373.16,26,15,7,2,9.22860465116279,90.51,128.75,383.67,2015,13.3742,39.0925,276
23.16,18.29,17.87,12.92,5.146133333333333,20.97,15.11,11.83,8.018,23.38,15.99,9.47,8.38204081632653,23.16,18.29,17.87,11.83,5.468470588235294,23.38,18.29,17.87,9.47,6.533880597014925,9,40,18,1,7.54453125,24.35,66.73,480.25,25,0,40,18,1,7.54484375,24.35,66.73,480.25,33,40,18,1,6.806891891891891,24.35,66.73,495.82,2014,11.82840382,38.58835316,278
29.08,20.53,16.63,12.1,10.595394736842104,22.01,14.87,11.63,13.149565217391304,27.88,14.62,8.58,13.53,29.08,20.53,16.63,12.1,10.801309523809524,29.08,20.53,16.63,8.58,11.844632352941176,26,15,7,2,11.16875,90.51,128.75,350.57,8,2.7199999999999998,15,7,2,10.89,90.51,128.75,351.76,26,15,7,2,9.25,90.51,128.75,383.73,2015,13.3742,39.0925,279
23.16,18.29,17.87,14.2,4.573239436619718,19.49,16.04,11.83,6.939166666666667,23.38,15.99,9.47,8.168703703703704,23.16,18.29,17.87,12.92,4.8785,23.38,18.29,17.87,9.47,6.204402985074626,1,47,20,5,9.122898550724639,40.29,132.95,628.4,14,94.27,47,20,5,8.944366197183099,40.29,132.95,632.45,33,47,20,5,8.086913580246913,40.29,132.95,648.02,2014,11.718022,38.960685,282
23.16,18.92,17.87,12.92,5.370571428571429,20.97,15.11,11.83,8.246,23.89,15.99,9.47,8.552592592592593,23.16,18.92,17.87,11.83,5.698125,23.89,18.92,17.87,9.47,6.848432835820895,12,32,18,1,8.057678571428571,24.35,66.73,448.61,25,0,32,18,1,8.057678571428571,24.35,66.73,448.61,33,32,18,1,7.097462686567165,24.35,66.73,465.65,2014,11.723793,38.743472,284
29.08,20.53,16.63,12.1,10.595394736842104,22.01,14.87,11.63,13.294074074074073,27.88,14.62,8.58,13.62125,29.08,20.53,16.63,11.63,10.875568181818181,29.08,20.53,16.63,8.58,11.844632352941176,26,15,7,2,11.16875,90.51,128.75,350.57,9,4.99,15,7,2,10.616176470588234,90.51,128.75,353.29,26,15,7,2,9.25,90.51,128.75,383.73,2015,13.3742,39.0925,286
28.06,22.77,16.64,13.99,10.961643835616439,24.04,15.66,12.48,12.653076923076922,28.81,15.43,8.86,13.820425531914893,28.06,22.77,16.64,12.48,11.113690476190476,28.81,22.45,16.64,8.86,12.084809160305344,3,45,3,0,4.09953125,11.13,38.77,257.37,9,30.7,45,3,0,4.1662318840579715,11.13,38.77,280.52,23,45,4,0,4.305733333333333,11.74,38.77,307.29,2015,8.784167,39.243361,287
29.08,20.53,16.63,12.1,10.817662337662338,22.01,14.62,11.5,13.298461538461538,27.88,14.62,8.58,13.216530612244897,29.08,20.53,16.63,11.63,11.172954545454544,29.08,20.53,16.63,8.58,11.903868613138686,26,15,7,1,11.306923076923077,90.51,128.75,286.37,9,6.18,15,7,1,10.66,90.51,128.75,290.17,26,15,7,1,9.054324324324323,90.51,128.75,319.6,2015,13.3742,39.0925,288
23.12,17.36,17.81,13.43,5.0572,21.29,15.73,12.36,7.6104,23.5,16.3,10.11,9.017959183673469,23.12,17.36,17.81,13.43,5.317176470588236,23.5,17.36,17.81,10.11,6.67044776119403,9,38,14,5,9.076181818181817,27.67,87.50999999999999,492.56,24,3.41,38,14,5,9.080545454545454,27.67,87.50999999999999,492.56,35,38,14,5,8.837758620689655,27.67,87.50999999999999,502.27,2013,11.70695,38.75905,291
23.16,18.29,17.87,14.34,4.458,19.49,16.04,12.92,6.6240000000000006,23.38,15.99,10.65,8.079183673469387,23.16,18.29,17.87,13.72,4.732470588235294,23.38,18.29,17.87,10.65,5.956268656716418,1,54,24,6,9.784931506849315,40.29,132.95,713.22,12,104.77,54,25,6,9.567820512820512,40.29,132.95,743.75,33,54,25,6,8.706931818181818,40.29,132.95,759.32,2014,11.70623,38.75922,292
23.16,18.29,17.87,13.72,4.817534246575343,20.32,15.11,11.83,7.44695652173913,23.38,15.99,9.47,8.347547169811321,23.16,18.29,17.87,12.92,5.1,23.38,18.29,17.87,9.47,6.384477611940298,3,44,19,3,8.085147058823528,27.3,73.92,547.37,18,30.53,44,19,3,8.088088235294117,27.3,73.92,547.37,33,44,19,3,7.307435897435898,27.3,73.92,562.94,2014,11.68008,38.68695,294
23.16,18.29,17.87,14.2,4.573239436619718,19.49,16.04,11.83,6.939166666666667,23.38,15.99,9.47,8.168703703703704,23.16,18.29,17.87,12.92,4.8785,23.38,18.29,17.87,9.47,6.204402985074626,1,47,20,5,9.122898550724639,40.29,132.95,628.4,14,94.27,47,20,5,8.944366197183099,40.29,132.95,632.45,33,47,20,5,8.086913580246913,40.29,132.95,648.02,2014,11.70233,38.75793,295
22.54,18.92,17.44,11.83,5.543428571428572,20.62,15.11,10.74,8.488,23.89,15.99,9.47,8.51388888888889,22.54,18.92,17.44,11.83,5.872375,23.89,18.92,17.44,9.47,6.936865671641791,15,29,15,1,7.813207547169812,24.35,66.73,411.48,25,0,29,15,1,7.813207547169812,24.35,66.73,411.48,33,29,15,1,6.7709230769230775,24.35,66.73,429.59,2014,11.716388,38.964003,296
24.43,17.09,15.54,12.24,6.257671232876712,17.81,13.85,11.04,6.9082608695652175,21.27,12.71,7.25,9.74,24.43,17.09,15.54,12.24,6.32395061728395,24.43,17.09,15.54,7.25,7.675074626865672,2,32,15,6,8.4044776119403,34.52,103.29,558.86,2,95.81,32,15,6,7.738266666666667,34.52,103.29,576.13,33,32,18,6,7.702558139534883,34.52,103.29,652.55,2014,11.77811,39.01889,298
25.98,20.34,15.57,9.49,10.719870129870129,23.07,12.88,9.06,14.430769230769231,27.38,13.93,7.93,14.52061224489796,25.98,20.34,15.57,9.06,11.237272727272726,27.38,20.34,15.57,7.93,12.411605839416058,16,40,3,0,4.898333333333333,12.65,43.12,258.68,13,2.5,40,3,0,4.856181818181818,12.65,43.12,259.98,21,40,3,0,4.635238095238095,12.65,43.12,274.59,2014,8.976194,39.077333,301
23.16,18.29,17.87,14.34,4.363866666666667,19.49,17.16,12.92,6.177083333333333,23.38,15.91,10.74,8.0276,23.16,18.29,17.87,13.72,4.528214285714285,23.38,18.29,17.87,10.74,5.833955223880597,1,58,25,6,10.00986301369863,40.29,132.95,729.64,7,117.24,58,27,7,9.931219512195122,40.29,132.95,813.28,33,58,27,7,9.242666666666667,40.29,132.95,825.73,2014,11.70984,38.76229,302
28.06,22.77,16.64,13.71,10.983116883116883,22.45,15.48,12.48,12.728846153846153,28.81,15.43,8.86,13.778979591836734,28.34,22.77,16.64,12.48,11.243636363636364,28.81,22.45,16.64,8.86,12.15043795620438,3,45,3,0,4.212575757575758,11.13,38.77,272.37,13,29.04,45,3,0,4.173478260869565,11.13,38.77,280.52,23,45,4,0,4.321052631578947,11.74,38.77,311.51,2015,8.973111,39.089306,304
26.97,19.55,16.19,13.07,9.531538461538462,20.34,14.62,10.08,10.324583333333333,27.38,12.99,9.06,13.97906976744186,26.97,19.55,16.19,12.49,9.49632183908046,27.38,19.55,16.19,9.06,10.979076923076923,1,72,4,0,4.593506493506493,14.12,38.87,352.79,6,79.54,72,5,0,4.795647058823529,14.12,43.12,406.32,21,72,5,0,4.718426966292135,14.12,43.12,410.96999999999997,2014,8.727833,39.207444,305
23.16,18.29,17.87,14.34,4.384520547945205,19.49,17.16,12.92,6.082608695652174,23.38,15.99,10.74,7.91566037735849,23.16,18.29,17.87,14.2,4.521728395061729,23.38,18.29,17.87,10.74,5.86410447761194,1,56,24,6,9.938873239436619,40.29,132.95,704.58,6,117.24,56,26,7,9.976582278481013,40.29,132.95,787.07,33,56,26,7,8.998888888888889,40.29,132.95,803.79,2014,11.68473,38.69461,306
22.67,17.09,14.59,9.95,6.51112676056338,17.81,12.19,8.91,8.685,22.89,12.41,5.18,10.93574074074074,22.67,17.09,14.59,9.6,6.786875,22.89,17.09,14.59,5.18,8.458805970149253,2,32,12,1,6.352539682539682,20.38,56.480000000000004,394.95,15,60.910000000000004,32,12,1,6.29109375,20.38,56.480000000000004,396.13,33,32,12,1,6.2343283582089555,20.38,56.480000000000004,402.93,2014,11.77682,39.02338,308
23.16,18.29,17.87,14.83,4.511857142857143,19.49,16.04,12.83,6.766,23.38,15.99,9.47,8.138148148148147,23.16,18.29,17.87,12.92,4.8298749999999995,23.38,18.29,17.87,9.47,6.1630597014925375,1,48,20,5,9.160882352941178,40.29,132.95,621.86,13,102.67,48,21,5,8.988888888888889,40.29,132.95,644.63,33,48,21,5,8.136829268292683,40.29,132.95,660.2,2014,11.64416,38.92364,309
23.16,18.29,17.87,14.2,4.587066666666667,19.49,16.04,11.83,7.0144,23.38,15.99,9.47,8.204374999999999,23.16,18.29,17.87,12.92,4.913058823529411,23.38,18.29,17.87,9.47,6.100902255639098,1,51,22,6,9.504657534246576,40.29,132.95,692.76,15,94.27,51,22,6,9.325466666666665,40.29,132.95,696.8100000000001,33,51,22,6,8.462,40.29,132.95,712.38,2014,11.64366,38.92412,310
24.17,18.29,17.87,14.34,4.292638888888889,19.49,17.16,14.2,5.422916666666667,23.01,16.04,10.74,7.646792452830189,24.17,18.29,17.87,14.34,4.42037037037037,24.17,18.29,17.87,10.74,5.696492537313433,1,65,26,6,10.588169014084507,40.29,132.95,751.13,1,134.49,65,26,6,9.836329113924052,40.29,132.95,775.99,33,65,29,7,9.288,40.29,132.95,879.26,2014,11.64902,38.92008,311
26.07,19.55,16.19,13.07,9.480128205128205,20.34,14.45,10.08,10.740416666666667,27.38,13.93,9.06,13.924999999999999,26.07,19.55,16.19,11.2,9.57632183908046,27.38,19.55,16.19,9.06,10.992170542635659,1,69,5,0,4.784805194805195,14.12,38.87,367.52,6,73.28,69,5,0,4.832560975609756,14.12,43.12,393.4,21,69,5,0,4.70465909090909,14.12,43.12,405.04,2014,8.768694,39.278333,314
26.07,20.34,16.19,10.08,10.045753424657534,23.25,12.73,9.19,14.114230769230769,27.38,13.93,8.08,14.21595744680851,26.07,20.34,16.19,9.85,10.570595238095239,27.38,20.34,16.19,8.08,11.878473282442748,6,49,3,0,4.730793650793651,12.65,43.12,293.34,21,1.03,49,3,0,4.746666666666667,12.65,43.12,293.34,21,49,3,0,4.605428571428571,12.65,43.12,306.85,2014,8.949472,39.079222,315
21.58,16.54,13.33,9.32,7.657922077922078,16.54,11.53,6.43,9.351538461538462,22.57,10.99,3.78,12.037551020408163,21.58,16.54,13.33,7,7.905681818181819,22.57,16.54,13.33,3.78,9.383503649635037,1,45,11,0,6.228904109589041,17.89,58.99,452.5,16,57.449999999999996,45,11,0,6.260133333333333,17.89,58.99,465.45,45,45,11,0,6.238181818181818,17.89,58.99,469.68,2014,9.799222,39.179972,317
21.58,16.54,13.33,9.32,7.678714285714286,16.54,11.53,6.92,8.9924,22.57,10.99,3.78,11.968653846153845,21.58,16.54,13.33,7,7.8263750000000005,22.57,16.54,13.33,3.78,9.458181818181819,1,45,8,0,5.8533333333333335,17.89,48.13,384.11,13,61.85,45,8,0,5.863,17.89,48.13,406.46,45,45,8,0,5.852083333333334,17.89,48.13,410.69,2014,9.917917,39.174806,318
21.02,16.54,13.17,6.43,8.407397260273973,18.02,9.85,5.53,12.231923076923076,22.57,10.99,3.78,12.633617021276596,21.02,16.54,13.17,5.53,8.99702380952381,22.57,16.54,13.17,3.78,10.301755725190839,17,35,7,0,6.031320754716981,17.89,48.13,315.95,26,0,35,7,0,6.033773584905661,17.89,48.13,315.95,45,35,7,0,5.909473684210526,17.89,48.13,323.02,2014,9.857944,39.187444,321
25.7,17.31,15.53,10.93,8.613506493506494,20.88,15.02,10.26,10.76423076923077,24.69,13.75,5.38,13.363469387755101,25.7,17.31,15.53,10.3,8.910227272727273,25.7,17.31,15.53,5.38,10.502992700729926,10,43,11,10,10.076315789473684,40.28,142.75,567.72,12,95.5,43,11,10,9.557741935483872,40.28,142.75,585.14,23,43,11,10,9.36375,40.28,142.75,589.01,2013,13.3742,39.0925,322
23.16,18.29,17.87,12.92,5.014109589041096,20.61,15.11,11.83,7.635217391304348,23.38,15.99,9.47,8.35,23.16,18.29,17.87,11.83,5.312098765432099,23.38,18.29,17.87,9.47,6.51365671641791,6,41,18,1,7.489076923076923,24.35,66.73,484.22,21,4.05,41,18,1,7.4898461538461545,24.35,66.73,484.22,33,41,18,1,6.759733333333333,24.35,66.73,499.79,2014,11.705506,38.967908,323
22.54,18.92,17.44,11.83,5.8265714285714285,20.53,15.71,10.74,8.1356,24.2,15.99,9.47,8.865555555555556,22.54,18.92,17.44,10.74,6.251125,24.2,18.92,17.44,9.47,7.304701492537314,21,23,13,1,7.696808510638298,24.35,66.73,359.13,20,7.81,23,13,1,7.698936170212766,24.35,66.73,359.13,33,23,13,1,6.582203389830509,24.35,66.73,377.24,2014,11.708637,38.961327,325
25.33,19.15,14.06,9.09,10.968082191780821,19.71,11.17,8.33,14.018461538461539,25.23,12.8,5.63,13.73,25.51,19.15,14.06,8.33,11.325833333333334,25.51,19.15,14.06,5.63,12.188396946564886,9,28,4,0,4.476595744680851,16.53,48.82,202.49,23,2.24,28,4,0,4.491489361702127,16.53,48.82,202.49,24,28,4,0,4.268813559322034,16.53,48.82,235.19,2015,9.043722,39.179167,327
26.07,20.34,16.19,10.08,9.72835616438356,22.43,14.01,9.49,13.06076923076923,27.38,13.93,8.08,14.119574468085107,26.07,20.34,16.19,9.85,10.196071428571429,27.38,20.34,16.19,8.08,11.603740458015267,5,54,3,0,4.65268656716418,12.65,43.12,308.83,16,11.44,54,3,0,4.634705882352941,12.65,43.12,309.86,21,54,3,0,4.547027027027028,12.65,43.12,321.71999999999997,2014,8.960139,39.180111,331
25.92,20.34,16.19,9.85,10.252328767123288,23.72,12.73,9.06,14.456153846153846,27.38,13.93,8.08,14.222340425531915,25.98,20.34,16.19,9.19,10.875357142857142,27.38,20.34,16.19,8.08,12.07618320610687,8,44,3,0,4.865172413793103,12.65,43.12,276.88,21,1.3,44,3,0,4.874827586206897,12.65,43.12,276.88,21,44,3,0,4.719076923076924,12.65,43.12,290.39,2014,8.947222,39.096194,332
28.5,22.77,16.6,12.48,11.23935064935065,22.45,15.29,12.06,13.834230769230768,28.81,15.43,8.86,13.889591836734693,28.5,22.45,16.6,12.48,11.530795454545455,28.81,22.45,16.6,8.86,12.374452554744526,7,43,2,0,4.039655172413793,10.94,38.77,227.53,23,8.68,43,2,0,4.091724137931035,10.94,38.77,227.53,23,43,3,0,4.159264705882353,11.74,38.77,264.43,2015,8.940944,39.184917,336
23.16,18.92,17.87,12.92,5.255428571428571,20.97,15.11,11.83,8.018,23.89,15.99,9.47,8.476851851851851,23.16,18.92,17.87,11.83,5.58425,23.89,18.92,17.87,9.47,6.749925373134328,9,35,18,1,7.714745762711865,24.35,66.73,452.57,25,0,35,18,1,7.715084745762712,24.35,66.73,452.57,33,35,18,1,6.9055072463768115,24.35,66.73,468.14,2014,11.725637,38.749085,337
27.95,22.77,16.63,12.48,11.022727272727273,22.45,15.48,12.48,12.911153846153846,28.81,15.43,8.86,13.758367346938774,28.5,22.77,16.63,12.48,11.364090909090908,28.81,22.45,16.63,8.86,12.22043795620438,4,45,2,0,4.08265625,10.94,38.77,255.09,16,25.05,45,2,0,4.088333333333333,10.94,38.77,262.21,23,45,3,0,4.254657534246575,11.74,38.77,293.2,2015,8.944028,39.175028,338
25.51,19.71,14.06,8.33,11.778589743589743,20.85,12.8,6.83,13.298333333333334,24.78,12.58,5.63,13.747619047619049,25.51,19.71,14.06,8.33,11.872183908045978,25.51,19.71,14.06,5.63,12.48279069767442,24,16,1,0,3.4702702702702704,16.53,31.32,119.09,6,17.73,16,1,0,3.431538461538462,16.53,31.32,122.17,24,16,1,0,3.4614285714285717,16.53,31.32,152.26,2015,9.053278,39.180889,339
