id,year,region,lat,lon,type
618,2015,Oromia,8.788639,39.236583,Farm trial
620,2014,Amhara,11.81736829,38.69348853,Farm trial
621,2014,Oromia,9.944639,39.203972,Farm trial
622,2014,Oromia,9.041472,39.136111,Farm trial
623,2015,Tigray,13.3742,39.0925,Farm trial
624,2015,Oromia,9.055778,39.180306,Farm trial
625,2015,Oromia,8.734194,39.236639,Farm trial
626,2014,Oromia,9.016167,39.1375,Farm trial
627,2013,Tigray,13.3742,39.0925,Farm trial
628,2013,Tigray,13.3742,39.0925,Farm trial
629,2013,Tigray,13.3742,39.0925,Farm trial
630,2013,Tigray,13.3742,39.0925,Farm trial
631,2013,Tigray,13.3742,39.0925,Farm trial
632,2013,Tigray,13.3742,39.0925,Farm trial
633,2015,Tigray,13.3605,39.1154,Farm trial
634,2015,Tigray,13.3546,39.1122,Farm trial
635,2015,Tigray,13.3658,39.0839,Farm trial
636,2015,Tigray,13.3742,39.0925,Farm trial
637,2015,Tigray,13.3742,39.0925,Farm trial
638,2015,Tigray,13.3742,39.0925,Farm trial
639,2013,Tigray,13.3742,39.0925,Farm trial
640,2015,Tigray,13.3742,39.0925,Farm trial
641,2013,Tigray,13.3742,39.0925,Farm trial
642,2013,Tigray,13.3742,39.0925,Farm trial
643,2015,Tigray,13.3742,39.0925,Farm trial
644,2015,Tigray,13.3742,39.0925,Farm trial
645,2013,Tigray,13.3742,39.0925,Farm trial
646,2014,Oromia,8.725028,39.217111,Farm trial
647,2015,Oromia,8.940722,39.189361,Farm trial
648,2015,Oromia,8.949833,39.098583,Farm trial
649,2013,Amhara,11.70623,38.75922,Farm trial
650,2013,Amhara,11.70946,38.75917,Farm trial
651,2013,Amhara,11.66908,38.86812,Farm trial
652,2014,Amhara,11.70948,38.75632,Farm trial
653,2014,Amhara,11.7008,38.7657,Farm trial
654,2014,Oromia,8.985222,39.088194,Farm trial
655,2015,Oromia,9.053139,39.172694,Farm trial
656,2014,Oromia,9.93925,39.203417,Farm trial
657,2014,Amhara,11.78964,39.0228,Farm trial
658,2014,Amhara,11.70623,38.75922,Farm trial
659,2013,Tigray,13.3742,39.0925,Farm trial
660,2015,Tigray,13.3742,39.0925,Farm trial
661,2015,Tigray,13.3742,39.0925,Farm trial
662,2015,Tigray,13.3742,39.0925,Farm trial
663,2015,Tigray,13.3742,39.0925,Farm trial
665,2015,Tigray,13.3742,39.0925,Farm trial
666,2013,Tigray,13.3742,39.0925,Farm trial
667,2015,Tigray,13.3742,39.0925,Farm trial
668,2015,Tigray,13.3742,39.0925,Farm trial
669,2015,Tigray,13.3742,39.0925,Farm trial
670,2015,Tigray,13.3742,39.0925,Farm trial
671,2013,Tigray,13.3742,39.0925,Farm trial
672,2013,Tigray,13.3742,39.0925,Farm trial
673,2015,Tigray,13.3742,39.0925,Farm trial
674,2015,Tigray,13.3742,39.0925,Farm trial
675,2015,Tigray,13.3742,39.0925,Farm trial
676,2015,Tigray,13.3742,39.0925,Farm trial
677,2014,Amhara,11.68118,38.68824,Farm trial
678,2013,Tigray,13.3918,39.0847,Farm trial
680,2015,Oromia,9.057917,39.175972,Farm trial
681,2015,Oromia,9.053139,39.172694,Farm trial
682,2013,Tigray,13.3742,39.0925,Farm trial
683,2014,Oromia,8.750556,39.221389,Farm trial
684,2013,Tigray,13.3742,39.0925,Farm trial
685,2014,Oromia,8.733389,39.200944,Farm trial
686,2014,Oromia,9.858583,39.1865,Farm trial
687,2015,Tigray,13.3742,39.0925,Farm trial
688,2015,Tigray,13.3742,39.0925,Farm trial
689,2013,Tigray,13.3742,39.0925,Farm trial
690,2015,Tigray,13.3742,39.0925,Farm trial
691,2015,Oromia,8.966889,39.082944,Farm trial
692,2015,Oromia,8.758028,39.234917,Farm trial
693,2014,Oromia,9.798556,39.1795,Farm trial
694,2014,Oromia,8.977583,39.079,Farm trial
695,2014,Amhara,11.6469,38.92153,Farm trial
696,2014,Amhara,11.65543,38.69544,Farm trial
697,2014,Amhara,11.67288,38.68476,Farm trial
698,2015,Tigray,13.3742,39.0925,Farm trial
699,2013,Tigray,13.3742,39.0925,Farm trial
700,2015,Tigray,13.3742,39.0925,Farm trial
701,2013,Tigray,13.3742,39.0925,Farm trial
702,2013,Tigray,13.3742,39.0925,Farm trial
703,2014,Oromia,9.87125,39.174056,Farm trial
704,2014,Amhara,11.69411,38.70289,Farm trial
705,2014,Amhara,11.81736829,38.69348853,Farm trial
707,2014,Amhara,11.64413,38.92404,Farm trial
708,2014,Amhara,11.70465,38.76647,Farm trial
709,2014,Amhara,11.67249,38.68759,Farm trial
710,2014,Oromia,9.864889,39.195056,Farm trial
713,2014,Amhara,11.716176,38.963118,Farm trial
714,2014,Oromia,8.783056,39.243194,Farm trial
715,2015,Oromia,8.756694,39.248194,Farm trial
716,2015,Oromia,9.050222,39.181778,Farm trial
717,2015,Oromia,8.966722,39.067333,Farm trial
718,2014,Oromia,8.955333,39.097972,Farm trial
719,2014,Oromia,9.917611,39.194,Farm trial
720,2014,Oromia,9.798611,39.185222,Farm trial
721,2015,Oromia,8.755556,39.235833,Farm trial
722,2014,Amhara,11.81898081,38.69609385,Farm trial
723,2014,Oromia,9.799444,39.185611,Farm trial
724,2014,Oromia,9.936333,39.215444,Farm trial
725,2014,Amhara,11.7268,38.74248,Farm trial
726,2014,Amhara,11.72364,38.74652,Farm trial
727,2014,Amhara,11.718192,38.961236,Farm trial
728,2014,Amhara,11.735392,38.74086,Farm trial
729,2013,Amhara,11.67325,38.86322,Farm trial
730,2013,Amhara,11.6652,38.87004,Farm trial
731,2014,Amhara,11.705297,38.967299,Farm trial
732,2014,Amhara,11.81464734,38.6945197,Farm trial
737,2014,Amhara,11.81779436,38.69444277,Farm trial
738,2014,Amhara,11.64564,38.92352,Farm trial
739,2014,Oromia,9.8955,39.199861,Farm trial
740,2013,Tigray,13.3742,39.0925,Farm trial
741,2015,Tigray,13.3742,39.0925,Farm trial
742,2013,Tigray,13.3742,39.0925,Farm trial
743,2014,Oromia,9.895833,39.188056,Farm trial
744,2013,Tigray,13.3742,39.0925,Farm trial
745,2015,Oromia,8.789278,39.237167,Farm trial
746,2014,Amhara,11.70451,38.76416,Farm trial
747,2014,Amhara,11.70802,38.75913,Farm trial
748,2015,Tigray,13.3742,39.0925,Farm trial
749,2013,Tigray,13.3742,39.0925,Farm trial
750,2015,Tigray,13.3648,39.115,Farm trial
751,2015,Tigray,13.3742,39.0925,Farm trial
752,2015,Tigray,13.3742,39.0925,Farm trial
753,2013,Tigray,13.3742,39.0925,Farm trial
754,2015,Tigray,13.3742,39.0925,Farm trial
755,2015,Oromia,9.801222,39.181111,Farm trial
756,2013,Tigray,13.3742,39.0925,Farm trial
758,2014,Oromia,8.984556,39.084111,Farm trial
759,2014,Oromia,8.966417,39.084806,Farm trial
760,2015,Tigray,13.3742,39.0925,Farm trial
761,2014,Amhara,11.77728,39.02306,Farm trial
762,2014,Oromia,8.965694,39.17575,Farm trial
763,2014,Oromia,9.896028,39.210028,Farm trial
764,2014,Oromia,10.009389,39.245194,Farm trial
765,2015,Oromia,8.948444,39.092361,Farm trial
766,2015,Oromia,8.944194,39.188861,Farm trial
767,2015,Oromia,8.768194,39.253472,Farm trial
768,2015,Oromia,8.733833,39.23975,Farm trial
769,2014,Oromia,8.947583,39.192194,Farm trial
770,2015,Oromia,9.801222,39.181111,Farm trial
772,2014,Oromia,8.948556,39.097694,Farm trial
773,2014,Oromia,8.978472,39.080306,Farm trial
774,2015,Oromia,8.731083,39.240528,Farm trial
775,2015,Tigray,13.3742,39.0925,Farm trial
776,2015,Tigray,13.3846,39.0824,Farm trial
777,2015,Tigray,13.3742,39.0925,Farm trial
778,2015,Tigray,13.3742,39.0925,Farm trial
779,2014,Oromia,8.728361,39.203472,Farm trial
781,2014,Amhara,11.67813,38.69022,Farm trial
782,2014,Amhara,11.64413,38.92404,Farm trial
783,2014,Amhara,11.64413,38.92404,Farm trial
784,2014,Amhara,11.64413,38.92404,Farm trial
785,2014,Amhara,11.64413,38.92404,Farm trial
786,2014,Amhara,11.64413,38.92404,Farm trial
787,2014,Amhara,11.64066,38.91914,Farm trial
788,2014,Amhara,11.718192,38.961236,Farm trial
789,2014,Oromia,8.974972,39.069972,Farm trial
790,2014,Oromia,8.765111,39.272667,Farm trial
791,2015,Tigray,13.3742,39.0925,Farm trial
792,2013,Tigray,13.3742,39.0925,Farm trial
793,2015,Oromia,9.061111,39.179917,Farm trial
794,2015,Oromia,8.938194,39.085111,Farm trial
795,2015,Oromia,8.964583,39.176806,Farm trial
796,2014,Oromia,9.940528,39.210778,Farm trial
797,2014,Oromia,9.763972,39.126028,Farm trial
799,2014,Amhara,11.731456,38.751456,Farm trial
800,2014,Amhara,11.78655,39.01696,Farm trial
801,2014,Amhara,11.731456,38.751456,Farm trial
802,2015,Oromia,9.057917,39.175972,Farm trial
803,2014,Amhara,11.68354,38.69114,Farm trial
804,2014,Amhara,11.69637,38.75881,Farm trial
806,2013,Amhara,11.67562,38.87476,Farm trial
807,2013,Amhara,11.70623,38.75922,Farm trial
808,2015,Tigray,13.3742,39.0925,Farm trial
809,2015,Tigray,13.3742,39.0925,Farm trial
810,2013,Tigray,13.3742,39.0925,Farm trial
811,2013,Tigray,13.3742,39.0925,Farm trial
812,2015,Tigray,13.3946,39.0748,Farm trial
813,2014,Amhara,11.67287,38.8672,Farm trial
815,2015,Tigray,13.3742,39.0925,Farm trial
816,2014,Amhara,11.70623,38.75922,Farm trial
817,2015,Tigray,13.3742,39.0925,Farm trial
818,2015,Oromia,8.730778,39.238806,Farm trial
821,2014,Oromia,8.753111,39.2225,Farm trial
822,2015,Oromia,8.944028,39.175028,Farm trial
823,2014,Amhara,11.81428794,38.68020875,Farm trial
824,2015,Oromia,8.767611,39.253028,Farm trial
825,2015,Oromia,8.739806,39.237722,Farm trial
826,2014,Oromia,9.893472,39.187889,Farm trial
827,2014,Amhara,11.72745,38.7589,Farm trial
828,2014,Oromia,9.881694,39.172917,Farm trial
829,2014,Amhara,11.731456,38.751456,Farm trial
830,2014,Amhara,11.73862,38.75683,Farm trial
831,2014,Amhara,11.72374,38.970725,Farm trial
832,2014,Amhara,11.718928,38.966338,Farm trial
835,2014,Amhara,11.7077,38.76748,Farm trial
836,2013,Tigray,13.3742,39.0925,Farm trial
837,2015,Oromia,8.978194,39.077611,Farm trial
838,2015,Oromia,8.946306,39.094639,Farm trial
839,2015,Oromia,8.944028,39.175028,Farm trial
840,2014,Amhara,11.70315,38.75713,Farm trial
841,2014,Amhara,11.724008,38.97092,Farm trial
842,2015,Oromia,8.964889,39.176111,Farm trial
843,2014,Oromia,9.779694,39.191028,Farm trial
844,2013,Tigray,13.3742,39.0925,Farm trial
845,2015,Tigray,13.3742,39.0925,Farm trial
847,2014,Amhara,11.64212,38.91624,Farm trial
848,2014,Amhara,11.64212,38.91624,Farm trial
849,2014,Amhara,11.706276,38.946758,Farm trial
851,2014,Amhara,11.72146,38.968789,Farm trial
852,2014,Amhara,11.70462,38.76567,Farm trial
853,2014,Oromia,9.939833,39.204111,Farm trial
854,2015,Oromia,9.062278,39.1815,Farm trial
855,2014,Oromia,10.015861,39.241889,Farm trial
856,2014,Oromia,9.893778,39.191944,Farm trial
859,2015,Oromia,8.977139,39.078639,Farm trial
860,2013,Tigray,13.3742,39.0925,Farm trial
861,2015,Oromia,8.977361,39.079389,Farm trial
862,2015,Oromia,8.959222,39.165639,Farm trial
863,2014,Amhara,11.64413,38.92404,Farm trial
864,2014,Amhara,11.74652,38.75091,Farm trial
865,2014,Amhara,11.734765,38.74398,Farm trial
866,2014,Amhara,11.718192,38.961236,Farm trial
868,2014,Amhara,11.64413,38.92404,Farm trial
870,2014,Amhara,11.718192,38.961236,Farm trial
871,2014,Amhara,11.77613,39.02399,Farm trial
872,2014,Amhara,11.67919,38.69095,Farm trial
873,2014,Oromia,9.939222,39.206083,Farm trial
874,2014,Amhara,11.77737,39.01491,Farm trial
875,2015,Tigray,13.3742,39.0925,Farm trial
876,2014,Oromia,9.916472,39.170944,Farm trial
877,2013,Amhara,11.70623,38.75922,Farm trial
878,2014,Amhara,11.70834,38.7662,Farm trial
879,2014,Amhara,11.81556947,38.69424328,Farm trial
880,2014,Oromia,9.054028,39.126528,Farm trial
881,2014,Oromia,9.782139,39.118333,Farm trial
883,2014,Amhara,11.67813,38.69022,Farm trial
884,2014,Amhara,11.787,39.01117,Farm trial
885,2014,Amhara,11.78826,39.00372,Farm trial
886,2013,Amhara,11.714173,38.950986,Farm trial
887,2014,Amhara,11.718192,38.961236,Farm trial
888,2014,Amhara,11.720692,38.968195,Farm trial
889,2014,Amhara,11.65015,38.92319,Farm trial
890,2014,Amhara,11.70214,38.75756,Farm trial
891,2013,Amhara,11.70623,38.75922,Farm trial
892,2014,Amhara,11.70623,38.75922,Farm trial
893,2013,Amhara,11.67202,38.86536,Farm trial
895,2013,Tigray,13.3742,39.0925,Farm trial
896,2014,Amhara,11.731456,38.751456,Farm trial
897,2014,Oromia,9.859694,39.185417,Farm trial
899,2013,Tigray,13.3742,39.0925,Farm trial
900,2015,Tigray,13.3742,39.0925,Farm trial
901,2014,Amhara,11.64384,38.92133,Farm trial
904,2014,Amhara,11.68161,38.69455,Farm trial
905,2013,Tigray,13.3742,39.0925,Farm trial
907,2015,Tigray,13.3742,39.0925,Farm trial
908,2014,Oromia,8.760444,39.275778,Farm trial
909,2015,Oromia,8.950889,39.098556,Farm trial
910,2015,Tigray,13.3742,39.0925,Farm trial
911,2014,Amhara,11.73335,38.73975,Farm trial
912,2014,Amhara,11.7903,39.02022,Farm trial
913,2015,Oromia,9.050222,39.181778,Farm trial
914,2014,Amhara,11.64089,38.92866,Farm trial
915,2014,Amhara,11.70917,38.762,Farm trial
916,2015,Oromia,8.773639,39.257417,Farm trial
918,2015,Tigray,13.3742,39.0925,Farm trial
919,2013,Tigray,13.3742,39.0925,Farm trial
920,2015,Oromia,8.966361,39.090667,Farm trial
921,2015,Oromia,8.948639,39.090694,Farm trial
922,2014,Oromia,8.944278,39.082306,Farm trial
923,2014,Oromia,8.977306,39.083694,Farm trial
924,2015,Tigray,13.3742,39.0925,Farm trial
926,2014,Oromia,8.732361,39.206389,Farm trial
927,2014,Oromia,9.032972,39.134528,Farm trial
928,2015,Oromia,8.9655,39.085611,Farm trial
929,2013,Tigray,13.3742,39.0925,Farm trial
930,2013,Tigray,13.3742,39.0925,Farm trial
931,2015,Oromia,9.801222,39.181111,Farm trial
932,2013,Tigray,13.3742,39.0925,Farm trial
933,2013,Tigray,13.3742,39.0925,Farm trial
934,2014,Amhara,11.715781,38.966915,Farm trial
935,2013,Tigray,13.3742,39.0925,Farm trial
936,2014,Oromia,9.786333,39.193889,Farm trial
937,2015,Tigray,13.3707,39.08,Farm trial
938,2013,Amhara,11.70623,38.75922,Farm trial
939,2014,Amhara,11.70623,38.75922,Farm trial
940,2015,Oromia,8.941444,39.183917,Farm trial
941,2015,Tigray,13.3742,39.0925,Farm trial
942,2015,Tigray,13.3742,39.0925,Farm trial
943,2014,Amhara,11.714171,38.969242,Farm trial
944,2014,Amhara,11.721902,38.969496,Farm trial
945,2015,Tigray,13.3742,39.0925,Farm trial
947,2014,Amhara,11.6486,38.92529,Farm trial
948,2013,Amhara,11.709753,38.964096,Farm trial
949,2014,Amhara,11.67813,38.69022,Farm trial
950,2015,Oromia,8.951278,39.178194,Farm trial
951,2015,Oromia,8.949139,39.182639,Farm trial
952,2015,Oromia,8.758028,39.234917,Farm trial
953,2014,Oromia,9.775917,39.14075,Farm trial
954,2015,Oromia,8.784194,39.222472,Farm trial
955,2014,Oromia,9.929528,39.190611,Farm trial
956,2014,Oromia,9.895083,39.196806,Farm trial
957,2015,Oromia,9.043083,39.179556,Farm trial
958,2015,Oromia,8.944028,39.175028,Farm trial
959,2014,Oromia,8.784,39.235611,Farm trial
960,2015,Oromia,8.773389,39.247333,Farm trial
961,2015,Oromia,9.801222,39.181111,Farm trial
962,2015,Oromia,9.061111,39.179917,Farm trial
965,2014,Oromia,9.778639,39.189889,Farm trial
966,2014,Amhara,11.67897,38.69042,Farm trial
967,2014,Amhara,11.70623,38.75922,Farm trial
968,2013,Amhara,11.70269,38.75876,Farm trial
969,2014,Amhara,11.733649,38.744496,Farm trial
970,2014,Amhara,11.81314806,38.69631142,Farm trial
971,2014,Amhara,11.67036,38.68385,Farm trial
972,2014,Amhara,11.78812,39.0015,Farm trial
973,2014,Amhara,11.64233,38.92144,Farm trial
974,2014,Amhara,11.79146,39.0167,Farm trial
975,2014,Amhara,11.77803,39.02333,Farm trial
976,2014,Amhara,11.81847886,38.68362801,Farm trial
977,2015,Oromia,8.952139,39.098667,Farm trial
978,2015,Oromia,8.756694,39.248194,Farm trial
979,2015,Oromia,8.952472,39.099056,Farm trial
980,2014,Amhara,11.70217,38.7592,Farm trial
981,2015,Oromia,8.944028,39.175028,Farm trial
982,2014,Oromia,8.974389,39.0785,Farm trial
983,2013,Tigray,13.3742,39.0925,Farm trial
984,2014,Oromia,9.895139,39.202444,Farm trial
985,2014,Oromia,9.778222,39.139556,Farm trial
986,2013,Tigray,13.3742,39.0925,Farm trial
987,2015,Tigray,13.3742,39.0925,Farm trial
988,2015,Tigray,13.3648,39.115,Farm trial
989,2015,Tigray,13.3742,39.0925,Farm trial
990,2013,Tigray,13.3742,39.0925,Farm trial
991,2013,Tigray,13.3742,39.0925,Farm trial
992,2014,Oromia,9.009583,39.148444,Farm trial
993,2014,Oromia,8.785111,39.237528,Farm trial
994,2015,Tigray,13.3742,39.0925,Farm trial
995,2013,Tigray,13.3742,39.0925,Farm trial
996,2013,Tigray,13.3742,39.0925,Farm trial
997,2014,Amhara,11.718192,38.961236,Farm trial
998,2014,Oromia,9.924361,39.194389,Farm trial
999,2015,Tigray,13.3546,39.1122,Farm trial
1000,2013,Amhara,11.70623,38.75922,Farm trial
1002,2014,Oromia,8.951139,39.179833,Farm trial
1003,2014,Oromia,9.93775,39.203806,Farm trial
1004,2014,Amhara,11.718908,38.966657,Farm trial
1005,2014,Amhara,11.69338,38.76033,Farm trial
1006,2015,Oromia,8.773639,39.257417,Farm trial
1007,2015,Oromia,8.768194,39.253472,Farm trial
1008,2015,Oromia,9.801222,39.181111,Farm trial
1009,2015,Oromia,8.947306,39.093,Farm trial
1010,2014,Oromia,8.747528,39.223222,Farm trial
1011,2015,Tigray,13.3742,39.0925,Farm trial
1012,2014,Oromia,8.720806,39.212194,Farm trial
1013,2014,Oromia,8.779667,39.232833,Farm trial
1014,2014,Oromia,8.7795,39.234528,Farm trial
1015,2015,Oromia,8.767611,39.253028,Farm trial
1016,2015,Oromia,8.755639,39.249167,Farm trial
1017,2015,Oromia,8.944028,39.175028,Farm trial
1018,2014,Amhara,11.70816,38.75858,Farm trial
1019,2013,Tigray,13.3742,39.0925,Farm trial
1020,2014,Oromia,9.896306,39.157222,Farm trial
1022,2014,Amhara,11.81736829,38.69348853,Farm trial
1023,2014,Amhara,11.78589,39.02412,Farm trial
1024,2014,Oromia,9.897917,39.167222,Farm trial
1025,2014,Amhara,11.64212,38.91624,Farm trial
1026,2014,Amhara,11.64212,38.91624,Farm trial
1027,2014,Oromia,9.938,39.21125,Farm trial
1028,2013,Tigray,13.3742,39.0925,Farm trial
1029,2013,Tigray,13.3742,39.0925,Farm trial
1030,2015,Tigray,13.3659,39.1124,Farm trial
1031,2015,Tigray,13.3742,39.0925,Farm trial
1032,2015,Tigray,13.3742,39.0925,Farm trial
1033,2015,Tigray,13.3846,39.0824,Farm trial
1034,2015,Tigray,13.3742,39.0925,Farm trial
1035,2015,Tigray,13.3742,39.0925,Farm trial
1036,2015,Tigray,13.3742,39.0925,Farm trial
1037,2015,Oromia,8.944028,39.175028,Farm trial
1038,2015,Oromia,8.773639,39.257417,Farm trial
1039,2014,Amhara,11.720389,38.968291,Farm trial
1040,2014,Amhara,11.68174,38.69445,Farm trial
1041,2014,Amhara,11.68206,38.6877,Farm trial
1042,2014,Amhara,11.67813,38.69022,Farm trial
1043,2014,Oromia,8.771444,39.278278,Farm trial
1044,2014,Amhara,11.81845115,38.69975725,Farm trial
1045,2014,Amhara,11.74683,38.75077,Farm trial
1046,2015,Tigray,13.3742,39.0925,Farm trial
1047,2014,Oromia,10.008611,39.241639,Farm trial
1048,2013,Tigray,13.3742,39.0925,Farm trial
1049,2013,Tigray,13.3742,39.0925,Farm trial
1050,2015,Tigray,13.3742,39.0925,Farm trial
1051,2014,Oromia,10.016222,39.240639,Farm trial
1053,2014,Amhara,11.67813,38.69022,Farm trial
1054,2014,Amhara,11.66967,38.6836,Farm trial
1055,2014,Amhara,11.82127065,38.70645562,Farm trial
1057,2015,Oromia,8.962778,39.087361,Farm trial
1058,2014,Oromia,9.798083,39.188389,Farm trial
1059,2015,Oromia,8.773639,39.257417,Farm trial
1060,2015,Oromia,9.052639,39.182083,Farm trial
1062,2014,Amhara,11.67813,38.69022,Farm trial
1063,2015,Oromia,8.773639,39.257417,Farm trial
1064,2014,Amhara,11.67282,38.68653,Farm trial
1065,2014,Amhara,11.68423,38.68651,Farm trial
1066,2015,Oromia,8.767417,39.252056,Farm trial
1067,2015,Oromia,8.773639,39.257417,Farm trial
1068,2014,Oromia,8.772472,39.280056,Farm trial
1069,2015,Oromia,8.944028,39.175028,Farm trial
1070,2015,Oromia,8.773639,39.257417,Farm trial
1071,2014,Oromia,9.856556,39.188361,Farm trial
1073,2013,Tigray,13.3659,39.1124,Farm trial
1074,2014,Amhara,11.81736829,38.69348853,Farm trial
1075,2015,Oromia,8.773639,39.257417,Farm trial
1076,2014,Amhara,11.720438,38.96286,Farm trial
1077,2014,Amhara,11.721368,38.96916,Farm trial
1078,2013,Tigray,13.3742,39.0925,Farm trial
1079,2014,Amhara,11.731456,38.751456,Farm trial
1081,2014,Amhara,11.716781,38.959369,Farm trial
1083,2014,Amhara,11.70894,38.7665,Farm trial
1084,2014,Amhara,11.81907635,38.69243093,Farm trial
1085,2015,Tigray,13.3742,39.0925,Farm trial
1086,2014,Oromia,8.737639,39.21075,Farm trial
1087,2014,Oromia,9.932056,39.176694,Farm trial
1088,2014,Oromia,8.743806,39.224833,Farm trial
1089,2014,Oromia,8.727333,39.214861,Farm trial
1090,2013,Tigray,13.3742,39.0925,Farm trial
1092,2014,Amhara,11.74227,38.73642,Farm trial
1095,2015,Tigray,13.3742,39.0925,Farm trial
1096,2015,Tigray,13.3742,39.0925,Farm trial
1097,2015,Tigray,13.3742,39.0925,Farm trial
1098,2015,Tigray,13.3742,39.0925,Farm trial
1099,2014,Amhara,11.70264,38.75928,Farm trial
1100,2014,Amhara,11.735007,38.746029,Farm trial
1101,2015,Oromia,8.944028,39.175028,Farm trial
1102,2014,Amhara,11.715978,38.960954,Farm trial
1103,2014,Amhara,11.78954,39.01519,Farm trial
1105,2014,Oromia,10.016972,39.237778,Farm trial
1106,2014,Amhara,11.81899069,38.69687414,Farm trial
1108,2014,Oromia,9.782417,39.123861,Farm trial
1109,2015,Oromia,8.951583,39.17925,Farm trial
1110,2015,Oromia,9.801222,39.181111,Farm trial
1111,2015,Oromia,8.788917,39.238694,Farm trial
1112,2014,Oromia,9.04025,39.128861,Farm trial
1113,2014,Oromia,8.96675,39.078417,Farm trial
1114,2014,Oromia,8.755722,39.224056,Farm trial
1115,2015,Tigray,13.3742,39.0925,Farm trial
1116,2013,Tigray,13.3742,39.0925,Farm trial
1117,2015,Tigray,13.3742,39.0925,Farm trial
1118,2013,Tigray,13.3742,39.0925,Farm trial
1119,2015,Tigray,13.3742,39.0925,Farm trial
1120,2015,Tigray,13.3742,39.0925,Farm trial
1121,2015,Tigray,13.3742,39.0925,Farm trial
1122,2015,Tigray,13.3742,39.0925,Farm trial
1123,2013,Tigray,13.3742,39.0925,Farm trial
1124,2015,Tigray,13.3742,39.0925,Farm trial
1125,2015,Tigray,13.3742,39.0925,Farm trial
1126,2013,Tigray,13.3742,39.0925,Farm trial
1127,2013,Tigray,13.3742,39.0925,Farm trial
1128,2013,Tigray,13.3742,39.0925,Farm trial
1129,2015,Oromia,8.773389,39.247333,Farm trial
1130,2014,Oromia,9.799222,39.181556,Farm trial
1131,2014,Amhara,11.81739978,38.69755521,Farm trial
1132,2014,Amhara,11.81722435,38.68589689,Farm trial
1133,2014,Amhara,11.731456,38.751456,Farm trial
1134,2014,Amhara,11.731456,38.751456,Farm trial
1135,2014,Amhara,11.706735,38.945896,Farm trial
1136,2015,Oromia,8.784361,39.242806,Farm trial
1137,2015,Tigray,13.3742,39.0925,Farm trial
1138,2015,Tigray,13.3742,39.0925,Farm trial
1139,2015,Tigray,13.3742,39.0925,Farm trial
1141,2015,Tigray,13.3742,39.0925,Farm trial
1142,2015,Tigray,13.3742,39.0925,Farm trial
1143,2015,Tigray,13.3742,39.0925,Farm trial
1144,2014,Oromia,9.925583,39.185861,Farm trial
1145,2014,Amhara,11.78959,39.02021,Farm trial
1146,2014,Amhara,11.82799047,38.59018064,Farm trial
1147,2014,Oromia,9.857833,39.18925,Farm trial
1148,2014,Amhara,11.731456,38.751456,Farm trial
1149,2014,Amhara,11.82840382,38.58835316,Farm trial
1150,2014,Oromia,9.001833,39.142472,Farm trial
1151,2015,Oromia,9.062278,39.1815,Farm trial
1152,2015,Oromia,9.060972,39.178194,Farm trial
1153,2015,Oromia,9.043083,39.179556,Farm trial
1154,2014,Amhara,11.69626,38.76011,Farm trial
1155,2014,Amhara,11.64128,38.91828,Farm trial
1156,2015,Oromia,8.947028,39.094167,Farm trial
1157,2014,Amhara,11.64212,38.91624,Farm trial
1158,2014,Oromia,8.986361,39.090028,Farm trial
1159,2014,Amhara,11.68643,38.69823,Farm trial
1160,2015,Oromia,9.055472,39.173583,Farm trial
1161,2014,Amhara,11.70843,38.75939,Farm trial
1163,2014,Oromia,9.891111,39.192917,Farm trial
1164,2014,Oromia,9.995333,39.239917,Farm trial
1165,2015,Tigray,13.3742,39.0925,Farm trial
1166,2015,Oromia,8.969194,39.094889,Farm trial
1167,2015,Tigray,13.3742,39.0925,Farm trial
1168,2014,Oromia,8.964167,39.081111,Farm trial
1172,2014,Oromia,9.90275,39.202139,Farm trial
1174,2014,Oromia,8.953389,39.098611,Farm trial
1175,2014,Oromia,8.740472,39.224639,Farm trial
1176,2014,Oromia,8.785583,39.245944,Farm trial
1177,2015,Oromia,8.762389,39.251806,Farm trial
1178,2014,Oromia,9.8695,39.175444,Farm trial
1179,2014,Amhara,11.82412738,38.58286988,Farm trial
1181,2015,Oromia,8.947306,39.092472,Farm trial
1182,2014,Amhara,11.67813,38.69022,Farm trial
1185,2014,Amhara,11.704313,38.967679,Farm trial
1186,2014,Amhara,11.716355,38.964966,Farm trial
1187,2014,Amhara,11.81736829,38.69348853,Farm trial
1189,2014,Amhara,11.83099717,38.5931873,Farm trial
1193,2014,Amhara,11.67001,38.68509,Farm trial
1194,2014,Amhara,11.8196045,38.68748232,Farm trial
1195,2015,Tigray,13.3742,39.0925,Farm trial
1196,2013,Amhara,11.81736829,38.69348853,Farm trial
1197,2014,Amhara,11.732102,38.745549,Farm trial
1198,2014,Amhara,11.734997,38.730712,Farm trial
1199,2014,Amhara,11.74227,38.7341,Farm trial
1201,2014,Amhara,11.78655,39.01696,Farm trial
1202,2014,Oromia,9.78175,39.123444,Farm trial
1203,2014,Amhara,11.82977839,38.58835111,Farm trial
1204,2014,Oromia,9.894778,39.193278,Farm trial
1205,2015,Oromia,8.94325,39.185667,Farm trial
1206,2014,Oromia,9.935806,39.215472,Farm trial
1207,2013,Amhara,11.70923,38.75722,Farm trial
1208,2014,Amhara,11.67813,38.69022,Farm trial
1209,2015,Oromia,9.801222,39.181111,Farm trial
1210,2014,Oromia,9.8575,39.189694,Farm trial
