id,genotype,accession,plot_id,year,region,zone,district,kebele,lon,lat,gy_gm,farmer_rank,planting_date,season,gy_gm_raw,plot_size
436,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Nanawa,39.24011111,8.773722222,100,1,2015-08-01,Meher-15,120,1.2
437,214462,214462,3,2015,Oromia,East Oromia,Lume,Nanawa,39.24733333,8.761972222,59.16666666666667,4,2015-08-01,Meher-15,71,1.2
437,222373,222373,2,2015,Oromia,East Oromia,Lume,Nanawa,39.24733333,8.761972222,137.5,2,2015-08-01,Meher-15,165,1.2
437,8034,8034,1,2015,Oromia,East Oromia,Lume,Nanawa,39.24733333,8.761972222,381.6666666666667,1,2015-08-01,Meher-15,458,1.2
437,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Nanawa,39.24733333,8.761972222,395,3,2015-08-01,Meher-15,474,1.2
438,208157,208157,3,2015,Oromia,East Oromia,Lume,Nanawa,39.23583333,8.755555556,347.5,3,2015-08-01,Meher-15,417,1.2
438,035ET_D,208190,2,2015,Oromia,East Oromia,Lume,Nanawa,39.23583333,8.755555556,346.6666666666667,4,2015-08-01,Meher-15,416,1.2
438,5622,5622,1,2015,Oromia,East Oromia,Lume,Nanawa,39.23583333,8.755555556,332.5,2,2015-08-01,Meher-15,399,1.2
438,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Nanawa,39.23583333,8.755555556,566.6666666666667,1,2015-08-01,Meher-15,680,1.2
439,226157,226157,3,2015,Oromia,East Oromia,Lume,Nanawa,39.23491667,8.758027778,380,2,2015-08-01,Meher-15,456,1.2
439,5684,5684,2,2015,Oromia,East Oromia,Lume,Nanawa,39.23491667,8.758027778,272.5,3,2015-08-01,Meher-15,327,1.2
439,8175,8175,1,2015,Oromia,East Oromia,Lume,Nanawa,39.23491667,8.758027778,325.83333333333337,4,2015-08-01,Meher-15,391,1.2
439,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Nanawa,39.23491667,8.758027778,178.33333333333334,1,2015-08-01,Meher-15,214,1.2
440,028ET_D,208136,1,2015,Oromia,East Oromia,Lume,Nanawa,39.24819444,8.756694444,183.33333333333334,4,2015-08-01,Meher-15,220,1.2
440,214306,214306,2,2015,Oromia,East Oromia,Lume,Nanawa,39.24819444,8.756694444,185,2,2015-08-01,Meher-15,222,1.2
440,6891,6891,3,2015,Oromia,East Oromia,Lume,Nanawa,39.24819444,8.756694444,185.83333333333334,3,2015-08-01,Meher-15,223,1.2
440,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Nanawa,39.24819444,8.756694444,282.5,1,2015-08-01,Meher-15,339,1.2
441,226157,226157,2,2015,Oromia,East Oromia,Lume,Nanawa,39.25347222,8.768194444,201.66666666666669,4,2015-08-01,Meher-15,242,1.2
441,226535,226535,3,2015,Oromia,East Oromia,Lume,Nanawa,39.25347222,8.768194444,397.5,2,2015-08-01,Meher-15,477,1.2
441,5684,5684,1,2015,Oromia,East Oromia,Lume,Nanawa,39.25347222,8.768194444,189.16666666666669,3,2015-08-01,Meher-15,227,1.2
441,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Nanawa,39.25347222,8.768194444,257.5,1,2015-08-01,Meher-15,309,1.2
442,204936,204936,1,2015,Oromia,East Oromia,Lume,Nanawa,39.25302778,8.767611111,334.1666666666667,2,2015-08-01,Meher-15,401,1.2
442,208140,208140,2,2015,Oromia,East Oromia,Lume,Nanawa,39.25302778,8.767611111,377.5,3,2015-08-01,Meher-15,453,1.2
442,5622,5622,3,2015,Oromia,East Oromia,Lume,Nanawa,39.25302778,8.767611111,326.6666666666667,4,2015-08-01,Meher-15,392,1.2
442,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Nanawa,39.25302778,8.767611111,520,1,2015-08-01,Meher-15,624,1.2
443,214306,214306,1,2015,Oromia,East Oromia,Lume,Nanawa,39.25741667,8.773638889,279.1666666666667,4,2015-08-01,Meher-15,335,1.2
443,6891,6891,2,2015,Oromia,East Oromia,Lume,Nanawa,39.25741667,8.773638889,414.1666666666667,2,2015-08-01,Meher-15,497,1.2
443,8175,8175,3,2015,Oromia,East Oromia,Lume,Nanawa,39.25741667,8.773638889,360,3,2015-08-01,Meher-15,432,1.2
443,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Nanawa,39.25741667,8.773638889,560,1,2015-08-01,Meher-15,672,1.2
444,003ET_D,5588,2,2015,Oromia,East Oromia,Lume,Nanawa,39.24733333,8.773388889,430,3,2015-08-01,Meher-15,516,1.2
444,005ET_D,5634,1,2015,Oromia,East Oromia,Lume,Nanawa,39.24733333,8.773388889,213.33333333333334,4,2015-08-01,Meher-15,256,1.2
444,8034,8034,3,2015,Oromia,East Oromia,Lume,Nanawa,39.24733333,8.773388889,233.33333333333334,1,2015-08-01,Meher-15,280,1.2
444,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Nanawa,39.24733333,8.773388889,225,2,2015-08-01,Meher-15,270,1.2
446,214462,214462,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,174.16666666666669,4,2015-08-01,Meher-15,209,1.2
446,222373,222373,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,229.16666666666669,3,2015-08-01,Meher-15,275,1.2
446,8034,8034,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,139.16666666666669,1,2015-08-01,Meher-15,167,1.2
446,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,260,2,2015-08-01,Meher-15,312,1.2
447,028ET_D,208136,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,560,3,2015-08-01,Meher-15,672,1.2
447,214306,214306,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,470,4,2015-08-01,Meher-15,564,1.2
447,6891,6891,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,330,2,2015-08-01,Meher-15,396,1.2
447,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,394.1666666666667,1,2015-08-01,Meher-15,473,1.2
448,226157,226157,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,607.5,4,2015-08-01,Meher-15,729,1.2
448,5684,5684,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,371.6666666666667,3,2015-08-01,Meher-15,446,1.2
448,8175,8175,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,237.5,1,2015-08-01,Meher-15,285,1.2
448,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,223.33333333333334,2,2015-08-01,Meher-15,268,1.2
449,204936,204936,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,105,3,2015-08-01,Meher-15,126,1.2
449,208140,208140,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,655,4,2015-08-01,Meher-15,786,1.2
449,226535,226535,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,405,2,2015-08-01,Meher-15,486,1.2
449,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,312.5,1,2015-08-01,Meher-15,375,1.2
450,208157,208157,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,301.6666666666667,4,2015-08-01,Meher-15,362,1.2
450,208173,208173,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,250.83333333333334,3,2015-08-01,Meher-15,301,1.2
450,5622,5622,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,237.5,2,2015-08-01,Meher-15,285,1.2
450,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,519.1666666666667,1,2015-08-01,Meher-15,623,1.2
451,203940,203940,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,160.83333333333334,4,2015-08-01,Meher-15,193,1.2
451,035ET_D,208190,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,265.83333333333337,1,2015-08-01,Meher-15,319,1.2
451,222372,222372,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,208.33333333333334,3,2015-08-01,Meher-15,250,1.2
451,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,437.5,2,2015-08-01,Meher-15,525,1.2
452,003ET_D,5588,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,650,4,2015-08-01,Meher-15,780,1.2
452,005ET_D,5634,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,165.83333333333334,3,2015-08-01,Meher-15,199,1.2
452,8034,8034,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,450,1,2015-08-01,Meher-15,540,1.2
452,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,233.33333333333334,2,2015-08-01,Meher-15,280,1.2
453,203940,203940,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,636.6666666666667,3,2015-08-01,Meher-15,764,1.2
453,222372,222372,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,226.66666666666669,2,2015-08-01,Meher-15,272,1.2
453,005ET_D,5634,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,437.5,4,2015-08-01,Meher-15,525,1.2
453,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,183.33333333333334,1,2015-08-01,Meher-15,220,1.2
454,222373,222373,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,318.33333333333337,4,2015-08-01,Meher-15,382,1.2
454,003ET_D,5588,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,430.83333333333337,3,2015-08-01,Meher-15,517,1.2
454,8034,8034,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,612.5,1,2015-08-01,Meher-15,735,1.2
454,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,547.5,2,2015-08-01,Meher-15,657,1.2
455,028ET_D,208136,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,330,3,2015-08-01,Meher-15,396,1.2
455,214306,214306,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,525,4,2015-08-01,Meher-15,630,1.2
455,214462,214462,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,478.33333333333337,2,2015-08-01,Meher-15,574,1.2
455,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,591.6666666666667,1,2015-08-01,Meher-15,710,1.2
456,5684,5684,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,479.1666666666667,3,2015-08-01,Meher-15,575,1.2
456,6891,6891,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,320.83333333333337,2,2015-08-01,Meher-15,385,1.2
456,8175,8175,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,375,4,2015-08-01,Meher-15,450,1.2
456,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,505.83333333333337,1,2015-08-01,Meher-15,607,1.2
457,204936,204936,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,414.1666666666667,4,2015-08-01,Meher-15,497,1.2
457,226157,226157,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,450,2,2015-08-01,Meher-15,540,1.2
457,226535,226535,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,383.33333333333337,1,2015-08-01,Meher-15,460,1.2
457,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,563.3333333333334,3,2015-08-01,Meher-15,676,1.2
458,208140,208140,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,660.8333333333334,4,2015-08-01,Meher-15,793,1.2
458,208173,208173,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,336.6666666666667,3,2015-08-01,Meher-15,404,1.2
458,5622,5622,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,267.5,1,2015-08-01,Meher-15,321,1.2
458,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,175,2,2015-08-01,Meher-15,210,1.2
459,208157,208157,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,566.6666666666667,3,2015-08-01,Meher-15,680,1.2
459,035ET_D,208190,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,400,4,2015-08-01,Meher-15,480,1.2
459,222372,222372,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,475,2,2015-08-01,Meher-15,570,1.2
459,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,516.6666666666667,1,2015-08-01,Meher-15,620,1.2
460,203940,203940,1,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,412.5,4,2015-08-01,Meher-15,495,1.2
460,003ET_D,5588,3,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,214.16666666666669,3,2015-08-01,Meher-15,257,1.2
460,005ET_D,5634,2,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,146.66666666666669,1,2015-08-01,Meher-15,176,1.2
460,344ET_D,ude,4,2015,Oromia,East Oromia,Lume,Tility,39.22280324166667,8.747300926083334,466.6666666666667,2,2015-08-01,Meher-15,560,1.2
461,204936,204936,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,620.8333333333334,3,2015-07-29,Meher-15,745,1.2
461,208140,208140,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,775,2,2015-07-29,Meher-15,930,1.2
461,226535,226535,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,591.6666666666667,1,2015-07-29,Meher-15,710,1.2
461,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,700,4,2015-07-29,Meher-15,840,1.2
462,203940,203940,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,600,1,2015-07-29,Meher-15,720,1.2
462,222372,222372,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,595.8333333333334,2,2015-07-29,Meher-15,715,1.2
462,005ET_D,5634,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,583.3333333333334,3,2015-07-29,Meher-15,700,1.2
462,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,575,4,2015-07-29,Meher-15,690,1.2
463,222373,222373,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,533.3333333333334,3,2015-07-29,Meher-15,640,1.2
463,003ET_D,5588,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,566.6666666666667,1,2015-07-29,Meher-15,680,1.2
463,8034,8034,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,550,2,2015-07-29,Meher-15,660,1.2
463,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,516.6666666666667,4,2015-07-29,Meher-15,620,1.2
464,028ET_D,208136,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,666.6666666666667,1,2015-07-29,Meher-15,800,1.2
464,214306,214306,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,575,4,2015-07-29,Meher-15,690,1.2
464,214462,214462,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,616.6666666666667,2,2015-07-29,Meher-15,740,1.2
464,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,600,3,2015-07-29,Meher-15,720,1.2
465,5684,5684,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,675,4,2015-07-29,Meher-15,810,1.2
465,6891,6891,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,750,1,2015-07-29,Meher-15,900,1.2
465,8175,8175,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,733.3333333333334,2,2015-07-29,Meher-15,880,1.2
465,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,658.3333333333334,3,2015-07-29,Meher-15,790,1.2
466,204936,204936,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,633.3333333333334,3,2015-07-29,Meher-15,760,1.2
466,226157,226157,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,741.6666666666667,1,2015-07-29,Meher-15,890,1.2
466,226535,226535,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,716.6666666666667,2,2015-07-29,Meher-15,860,1.2
466,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,658.3333333333334,4,2015-07-29,Meher-15,790,1.2
467,208140,208140,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,464.1666666666667,4,2015-07-29,Meher-15,557,1.2
467,208173,208173,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,491.6666666666667,3,2015-07-29,Meher-15,590,1.2
467,5622,5622,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,558.3333333333334,1,2015-07-29,Meher-15,670,1.2
467,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,537.5,2,2015-07-29,Meher-15,645,1.2
468,208157,208157,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,668.3333333333334,2,2015-07-29,Meher-15,802,1.2
468,035ET_D,208190,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,700,1,2015-07-29,Meher-15,840,1.2
468,222372,222372,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,533.3333333333334,3,2015-07-29,Meher-15,640,1.2
468,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,566.6666666666667,4,2015-07-29,Meher-15,680,1.2
469,208157,208157,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,516.6666666666667,4,2015-07-29,Meher-15,620,1.2
469,208173,208173,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,500,2,2015-07-29,Meher-15,600,1.2
469,5622,5622,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,670.8333333333334,1,2015-07-29,Meher-15,805,1.2
469,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,683.3333333333334,3,2015-07-29,Meher-15,820,1.2
470,203940,203940,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,708.3333333333334,3,2015-07-29,Meher-15,850,1.2
470,035ET_D,208190,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,793.3333333333334,1,2015-07-29,Meher-15,952,1.2
470,222372,222372,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,778.3333333333334,2,2015-07-29,Meher-15,934,1.2
470,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,600,4,2015-07-29,Meher-15,720,1.2
471,003ET_D,5588,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,495.83333333333337,3,2015-07-29,Meher-15,595,1.2
471,005ET_D,5634,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,501.6666666666667,2,2015-07-29,Meher-15,602,1.2
471,8034,8034,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,508.33333333333337,1,2015-07-29,Meher-15,610,1.2
471,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,487.5,4,2015-07-29,Meher-15,585,1.2
472,028ET_D,208136,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,783.3333333333334,2,2015-07-29,Meher-15,940,1.2
472,214462,214462,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,733.3333333333334,3,2015-07-29,Meher-15,880,1.2
472,222373,222373,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,NA,1,2015-07-29,Meher-15,990,1.2
472,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,708.3333333333334,4,2015-07-29,Meher-15,850,1.2
473,214306,214306,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,753.3333333333334,1,2015-07-29,Meher-15,904,1.2
473,6891,6891,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,725,2,2015-07-29,Meher-15,870,1.2
473,8175,8175,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,658.3333333333334,3,2015-07-29,Meher-15,790,1.2
473,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,558.3333333333334,4,2015-07-29,Meher-15,670,1.2
474,226157,226157,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,708.3333333333334,3,2015-07-29,Meher-15,850,1.2
474,226535,226535,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,586.6666666666667,4,2015-07-29,Meher-15,704,1.2
474,5684,5684,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,758.3333333333334,2,2015-07-29,Meher-15,910,1.2
474,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,775,1,2015-07-29,Meher-15,930,1.2
475,204936,204936,1,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,83.33333333333334,1,2015-07-29,Meher-15,100,1.2
475,208140,208140,2,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,816.6666666666667,2,2015-07-29,Meher-15,980,1.2
475,5622,5622,3,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,808.3333333333334,3,2015-07-29,Meher-15,970,1.2
475,344ET_D,ude,4,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611083334,9.009337962916666,716.6666666666667,4,2015-07-29,Meher-15,860,1.2
476,051ET_D,208279,3,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,200,3,2015-08-01,Meher-15,240,1.2
476,066ET_D,208328,1,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,150,4,2015-08-01,Meher-15,180,1.2
476,236308,236308,2,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,333.33333333333337,2,2015-08-01,Meher-15,400,1.2
476,341ET_D,asassa,4,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,133.33333333333334,1,2015-08-01,Meher-15,160,1.2
477,387ET_D,210813,4,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,83.33333333333334,4,2015-08-01,Meher-15,100,1.2
477,107ET_D,222360,2,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,216.66666666666669,1,2015-08-01,Meher-15,260,1.2
477,156ET_D,227542,1,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,166.66666666666669,2,2015-08-01,Meher-15,200,1.2
477,341ET_D,asassa,3,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,166.66666666666669,3,2015-08-01,Meher-15,200,1.2
478,114ET_D,222434,1,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,266.6666666666667,2,2015-08-01,Meher-15,320,1.2
478,140ET_D,222859,2,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,275,3,2015-08-01,Meher-15,330,1.2
478,160ET_D,228862,3,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,333.33333333333337,1,2015-08-01,Meher-15,400,1.2
478,341ET_D,asassa,4,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,83.33333333333334,4,2015-08-01,Meher-15,100,1.2
479,454ET_D,208281,2,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,250,3,2015-08-01,Meher-15,300,1.2
479,072ET_D,208474,4,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,233.33333333333334,1,2015-08-01,Meher-15,280,1.2
479,236308,236308,1,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,183.33333333333334,2,2015-08-01,Meher-15,220,1.2
479,341ET_D,asassa,3,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,166.66666666666669,4,2015-08-01,Meher-15,200,1.2
480,028ET_D,208136,4,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,333.33333333333337,4,2015-08-01,Meher-15,400,1.2
480,066ET_D,208328,1,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,166.66666666666669,2,2015-08-01,Meher-15,200,1.2
480,122ET_D,222542,2,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,416.6666666666667,3,2015-08-01,Meher-15,500,1.2
480,341ET_D,asassa,3,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,175,1,2015-08-01,Meher-15,210,1.2
481,060ET_D,208304,1,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,150,2,2015-08-01,Meher-15,180,1.2
481,387ET_D,210813,4,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,83.33333333333334,4,2015-08-01,Meher-15,100,1.2
481,160ET_D,228862,2,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,83.33333333333334,1,2015-08-01,Meher-15,100,1.2
481,341ET_D,asassa,3,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,83.33333333333334,3,2015-08-01,Meher-15,100,1.2
482,114ET_D,222434,1,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,216.66666666666669,2,2015-08-01,Meher-15,260,1.2
482,122ET_D,222542,3,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,100,3,2015-08-01,Meher-15,120,1.2
