value,model,gain
2.163460801655021,L,0.028752588441537608
2.3177201281892486,L,0.10210482174381674
2.167494081853349,L,0.030670463468792875
2.1162611885239366,L,0.006308583842564941
2.0380038225614503,L,-0.030903769502102607
1.983546457801731,L,-0.05679892550095833
2.269182963037775,L,0.07902479448055644
2.0402579421093106,L,-0.02983190754937204
2.320464884289675,L,0.10340998749528052
2.1768223901482355,L,0.035106190382266034
2.3243968085351874,L,0.10527966650311482
2.0926687106394404,L,-0.004909933577698977
2.1594296529549175,L,0.026835726968266638
2.112691939593179,L,0.004611361469273101
2.1671463994960685,L,0.03050513617248396
2.11383114140891,L,0.005153066137919771
2.036607845255209,L,-0.03156757411834654
1.9845976145758126,L,-0.05629908734749278
2.189986881637918,L,0.041366070240115516
2.113276672034476,L,0.0048894090364255405
1.9800352641880263,L,-0.0584685418470714
2.2513841475529324,L,0.07056123577534779
2.07395577324817,L,-0.01380816864804879
2.2346079463510145,L,0.06258394291314917
2.170267784960316,L,0.03198939388282107
2.2165909446886363,L,0.05401663395985179
2.1117740894263908,L,0.0041749122698411245
2.0807589257789316,L,-0.010573184787823764
2.235288823232833,L,0.06290770836064197
2.1106787222898484,L,0.0036540515377447846
2.16157186036085,L,0.027854373302023117
1.9961817752890392,L,-0.05079067447976804
2.0656792288467716,L,-0.017743768715208108
2.1310470070215297,L,0.013339424909798225
2.081226681497215,L,-0.010350761111104334
2.176382316113759,L,0.03489692969137326
1.9812874385266572,L,-0.05787311733507594
2.3085000026503515,L,0.09772053707980066
1.9612523417392125,L,-0.0674000556849611
2.2660018726787605,L,0.0775121463482682
2.188181147391802,L,0.040507421089500895
2.068309235742863,L,-0.016493167641269735
2.229134131459657,L,0.05998107567662436
2.1905867292917662,L,0.041651305279315265
2.322081979470986,L,0.10417893641834741
2.0006940606641708,L,-0.04864502651799196
2.281445274483129,L,0.08485567647760206
2.254240624187294,L,0.07191952603379592
2.258616721735439,L,0.0740004149856468
2.2633958133184766,L,0.07627293262621992
2.2254759842991962,L,0.05824158108659283
2.318559633111878,L,0.10250401680272603
2.190695787487619,L,0.041703163811343424
2.1987096222651967,L,0.04551384217652066
2.1494756933924064,L,0.022102495075485562
2.0710609518109884,L,-0.015184692338378047
2.2385372945816115,L,0.06445239699376959
2.148713028989439,L,0.021739838641837705
2.225315954827308,L,0.058165485077223966
2.0674061755831943,L,-0.016922584007892705
2.1032945000348833,L,1.4276177801719747e-4
2.029005572151806,L,-0.03518254977548918
2.319522430375159,L,0.10296183890700772
2.1635887028042884,L,0.028813407032876492
2.057257600223773,L,-0.021748358138864665
2.021811091248749,L,-0.03860361515640631
2.2348951649142696,L,0.06272051892144614
2.1637636770069673,L,0.02889660944808936
2.299642397356207,L,0.09350863531260711
2.1905056624868107,L,0.041612757002697176
2.213582036839341,L,0.05258586075796301
2.1312031119495867,L,0.013413654749638404
2.26920043893353,L,0.07903310448690348
2.11004671574961,L,0.003353524547061504
1.9646680865195418,L,-0.06577582644931634
2.048991471487414,L,-0.025679005427419632
2.0775132496730118,L,-0.012116544248117034
2.0026574939164097,L,-0.04771138952353948
2.138760982995953,L,0.01700751667498923
2.2512850862205553,L,0.070514130876558
2.078371716513983,L,-0.011708332560590784
2.142246985310263,L,0.018665154244117188
2.136861532613776,L,0.01610430433308485
2.2493949678316416,L,0.06961535601381574
2.163829726524649,L,0.028928016817351132
1.9926717030972618,L,-0.05245975757577104
2.2533351401388932,L,0.0714889570778563
2.1638866880397245,L,0.028955102728050575
2.0319204748512663,L,-0.033796477194543484
2.2317409042631686,L,0.06122062864982358
2.0672398040858786,L,-0.017001695729434108
2.135031884252858,L,0.015234283722685094
2.321038474895016,L,0.1036827369805029
2.1107080889637824,L,0.0036680157573878436
2.0438806118333788,L,-0.02810928292273085
2.033740331290471,L,-0.03293111276501848
2.2092569460662275,L,0.05052922616366806
2.3175067495281207,L,0.10200335752972722
2.1303889271617313,L,0.013026499730543373
2.2406451150629776,L,0.06545469191610742
2.1665644826446155,L,0.030228427453411477
2.3121990346966372,L,0.09947947294285542
2.2493469730165074,L,0.0695925338807486
2.1507942390774177,L,0.022729479990301726
2.1748612236367366,L,0.034173631251300574
2.0511259448743795,L,-0.024664036716121274
2.056948041449962,L,-0.021895557195852122
1.9772042678668331,L,-0.05981471589888132
2.162387779317929,L,0.02824235294020827
2.050556688263479,L,-0.024934725332944496
1.954214875923825,L,-0.07074645843379324
2.172218257009786,L,0.03291686766373725
2.146386111564845,L,0.02063336039096786
2.2670892609398496,L,0.07802921302559396
1.9639855885457878,L,-0.06610036274623865
2.1760309759746113,L,0.034729863074175915
2.05281174524457,L,-0.0238624176190233
1.9978452016813373,L,-0.049999694488150226
1.9904436926277056,L,-0.053519204336201165
2.2312135489349436,L,0.060969864615399993
1.9589295647096585,L,-0.06850456512636083
1.9713874282595754,L,-0.06258069566516045
2.231013722578152,L,0.060874844691012786
2.0858405259486834,L,-0.008156820542140175
2.2352286585827823,L,0.06287909931932023
2.0928014558431065,L,-0.004846811578090637
2.2502911038689395,L,0.07004147987391107
1.9625486619360317,L,-0.06678363926692077
2.141294228115332,L,0.018212106317530674
2.2583852203175914,L,0.07389033317475557
2.1555733324786965,L,0.025001998495471023
2.052166432208894,L,-0.024169272014212262
2.081154826854767,L,-0.010384928889579204
2.090280026954016,L,-0.006045782455787685
2.1126205856597347,L,0.004577431784173136
2.294562940633123,L,0.09109329030254165
2.2446692008482954,L,0.06736819488532664
2.227372269383132,L,0.0591432882897136
2.0574054109413966,L,-0.021678072299510243
2.1228747530411347,L,0.00945341623827467
2.0599211234532104,L,-0.020481819630488673
2.2119245838889974,L,0.051797721212480274
2.2582095678243492,L,0.07380680822392183
2.1966267357588,L,0.044523403670194917
2.1067645848593424,L,0.0017928303822383196
2.3069518314529494,L,0.09698436237052932
2.043399580443176,L,-0.028338019346988652
2.1793464560066145,L,0.03630641517174116
2.2348542861758314,L,0.06270108057158175
2.210948904299984,L,0.051333773401676774
1.9959184988934506,L,-0.05091586568879303
2.189471247385357,L,0.04112087972332623
2.0679117814560986,L,-0.016682162110678855
2.0842641055164606,L,-0.008906428114822229
2.317784019194836,L,0.10213520271366194
2.153389033134508,L,0.023963336920208578
2.1181174973231673,L,0.007191281823824669
2.306036048713028,L,0.09654889625835228
2.121259622685935,L,0.008685401614524135
2.023882441447425,L,-0.037618662308253725
2.321744753039801,L,0.10401858104527695
2.1569488347435573,L,0.025656066974224956
2.2388944013161276,L,0.06462220569897115
2.292669114071085,L,0.09019275215723987
2.2066518035324405,L,0.04929044840405128
2.1044391812504504,L,6.870719696112637e-4
2.1045659441807048,L,7.473493236165307e-4
2.007318195829828,L,-0.04549516764712935
2.026129251492355,L,-0.03655027611531214
2.0244713122057725,L,-0.03733864691974087
2.1048716596254593,L,8.92720829713145e-4
2.0824876059053317,L,-0.009751175831959613
2.2633363831513016,L,0.07624467284066427
2.026773440681782,L,-0.03624395612302844
2.2734744961774913,L,0.08106547200172454
2.1006958888833607,L,-0.0010929102278895986
2.0099848725822307,L,-0.04422712959926067
2.079163853395207,L,-0.011331661596025278
2.0895379538732852,L,-0.00639864745894847
2.1119240710374663,L,0.0042462303961017245
2.0222875250861145,L,-0.03837706492585158
2.1976914274340507,L,0.04502967783793954
2.2952683824735227,L,0.09142873669415241
2.2259080394569124,L,0.05844702870159457
2.281103039490005,L,0.08469293947087553
2.307516002789447,L,0.09725263287596331
2.025472461111924,L,-0.03686258813104881
2.128746632715397,L,0.012245568242736038
2.0965552361719704,L,-0.003061842223986644
2.092135626639165,L,-0.0051634216671160305
1.9633529779165446,L,-0.06640117698877623
2.298594331851974,L,0.09301026709650118
2.105658119870965,L,0.0012666924832100968
2.30844333136121,L,0.09769358917515159
2.0541999651544574,L,-0.02320230174147664
2.145343136356823,L,0.020137412674183786
2.31679912908839,L,0.10166687518696849
2.090473598128045,L,-0.005953736948802746
2.068434286236206,L,-0.016433704572369146
1.965715835996132,L,-0.06527760850829534
2.201242513520198,L,0.04671826355213793
2.295456175623239,L,0.09151803467852737
1.9697245902847742,L,-0.0633713958569212
2.027789624018625,L,-0.03576074827507081
2.229485741997251,L,0.06014827087165453
2.001544545079789,L,-0.048240610573258014
2.2166073765675907,L,0.05402444752319169
2.324430649987383,L,0.10529575853561957
2.3040079652096117,L,0.09558451726330919
2.1734779155756714,L,0.033515851019116694
2.224941760607998,L,0.05798755105993059
2.1339964963923435,L,0.014741943884250874
2.2386475642456243,L,0.06450483159401421
1.9541639784164335,L,-0.07077066083322381
2.1604763455138527,L,0.027333442331763713
2.1241497719358065,L,0.010059703621527527
2.075605705086937,L,-0.01302360548490511
2.2636832563912326,L,0.07640961539158408
2.316572964987813,L,0.10155933133699313
2.19862048965554,L,0.045471458509190654
2.0398539409419394,L,-0.03002401514214592
2.2576309822505873,L,0.07353168356893058
2.222483418975286,L,0.05681857895930764
2.316072981030224,L,0.1013215827306142
2.051582064887754,L,-0.02444714596217734
2.2798017784390874,L,0.08407417361510161
2.1344260208180095,L,0.014946188104606017
2.066589006195643,L,-0.017311158241359426
2.0999193068827355,L,-0.0014621846527690385
2.235370534734181,L,0.06294656319843361
1.9904794594242032,L,-0.05350219677847279
2.109685634772669,L,0.0031818260400302556
2.1975975848003495,L,0.044985054495444876
2.062794364704673,L,-0.019115557587562892
2.0295946357303074,L,-0.03490244269858889
1.9537925722536003,L,-0.07094726909489679
1.9930978152036274,L,-0.05225713595579329
2.032897042521249,L,-0.0333321070901651
1.9958165607571081,L,-0.050964338543740495
2.20852879517205,L,0.05018298133381571
2.0248665702302913,L,-0.03715069680041583
2.319257957750004,L,0.10283607887590751
2.305170035305103,L,0.09613709608413767
2.210219891559461,L,0.050987118753140326
2.2281384761529393,L,0.05950762916296526
2.225367426985512,L,0.0581899607302816
2.195676573280694,L,0.044071589563813296
2.0151139153412783,L,-0.04178820581078202
2.2962982700677186,L,0.09191846108736645
2.1629543242384845,L,0.02851175211445911
2.152501329840309,L,0.02354122293460903
1.9600017120398021,L,-0.06799474570174635
2.089247592696513,L,-0.006536717819159654
2.208187731212864,L,0.050020801168328966
2.1079263262860843,L,0.002345252916978291
2.234510222897854,L,0.06253747419260969
2.241489725087497,L,0.06585631451462337
2.166294532437866,L,0.030100062763960267
2.0231658423593104,L,-0.03795941411027781
2.234971003409846,L,0.0627565810717603
1.9874604080399731,L,-0.054937793357707654
2.184431231258477,L,0.03872428920855997
2.107660244690602,L,0.002218727800424425
2.241755985563284,L,0.06598292469099243
2.2533925408891013,L,0.07151625185033827
2.3127035219182677,L,0.09971936290743955
2.033282385936062,L,-0.033148871491385346
2.2754095635677216,L,0.08198562067508419
2.108033910407793,L,0.002396410508369806
2.1437746679593497,L,0.019391586393182836
2.2411708282596186,L,0.06570467509648603
2.002283261427451,L,-0.04788934173852788
2.106170694110111,L,0.001510427925463409
2.199190428539818,L,0.04574247155551259
2.29054874183756,L,0.08918448872023665
2.0811006509718464,L,-0.010410690197453665
1.992131094522093,L,-0.05271682369437758
2.2997064895804913,L,0.09353911196445175
2.0273436174093304,L,-0.035972829979265764
1.973082103551817,L,-0.06177485643196157
2.111351759261794,L,0.003974089010333026
2.0789825427949906,L,-0.011417877047279035
2.055482347666382,L,-0.022592512866399517
2.199727026507737,L,0.04599763058036155
2.24450233556861,L,0.0672888483641112
2.1165048809895155,L,0.006424462648668694
2.298954546653423,L,0.09318155372628523
2.0542201820921653,L,-0.023192688335501588
2.1980679201700304,L,0.045208704828570756
2.094412753951863,L,-0.004080619235310112
2.3008387824258616,L,0.09407753133154051
2.2265055864295182,L,0.05873116973817516
2.172431677317296,L,0.03301835168120104
2.255939711831515,L,0.07272746339538072
2.2811363435220415,L,0.08470877595339332
2.230202122983001,L,0.06048891896328468
2.139595898158208,L,0.017404529245608424
2.32058909899813,L,0.10346905313804511
2.159482242898567,L,0.026860734142241993
2.280129690539923,L,0.08423009990794594
2.187436221403991,L,0.04015319949344898
2.181031218593975,L,0.03710754079016265
1.9654925897398225,L,-0.06538376488693765
2.0477100186162582,L,-0.026288352246718993
2.241554405815861,L,0.06588707100749613
2.324212432293666,L,0.10519199330119355
2.3100342636096434,L,0.09845009729739673
2.2322427657712898,L,0.0614592700548926
2.2060537828647013,L,0.04900608211952817
2.044804134133574,L,-0.027670136553135105
2.1785573277085537,L,0.03593117482598518
2.166437161081387,L,0.030167884462461103
1.971437170664285,L,-0.06255704253145855
2.091635195567398,L,-0.0054013828818618714
2.2857323761360413,L,0.08689424677153657
2.0986827423182723,L,-0.0020501865225016624
2.1452311202288126,L,0.0200841476085305
2.0181758137533747,L,-0.040332234935516076
2.0246186191839914,L,-0.03726860061475479
2.156224894549748,L,0.025311824384903092
2.0991844306605616,L,-0.0018116274599450088
2.1854869613421783,L,0.03922630202777655
2.165780515034677,L,0.029855641079208572
2.0052863980059006,L,-0.046461312847891234
2.0605659576853617,L,-0.020175192912346263
1.953221915683532,L,-0.07121862340976104
2.3082661353543257,L,0.09760933026433416
2.1015231674324295,L,-6.995289620651546e-4
2.316331948973332,L,0.10144472521676029
2.1433081496841013,L,0.0191697511360569
2.126717874211568,L,0.011280868276579925
2.2221675514238877,L,0.056668379999910146
2.0058272775855963,L,-0.04620411786325296
2.1476975564983367,L,0.021256968809893584
2.1613985188522173,L,0.0277719472531881
2.198556475269297,L,0.04544101887030538
2.0914290143709073,L,-0.005499424611767667
2.0036252224230857,L,-0.047251222551533356
1.9804684313301322,L,-0.05826256546962638
2.236178410657866,L,0.06333071827394732
2.2143431740062534,L,0.052947790971822783
2.2370646091409863,L,0.06375211670311476
2.011398908054337,L,-0.0435547380999719
2.1758730265706956,L,0.03465475616306524
2.23685878795626,L,0.06365424616329207
2.292383262738656,L,0.09005682628424916
2.067538230288106,L,-0.016859790349052273
2.197337880556124,L,0.044861561888936086
2.078613947892855,L,-0.011593148519435159
2.1776973411642424,L,0.035522240500570845
1.9842146921924948,L,-0.056481171715607514
2.178224227645977,L,0.035772781592641856
2.174596178438758,L,0.03404759895468312
2.2017457669352765,L,0.04695756682632157
2.2508788780546567,L,0.07032097382846425
2.2711133307939106,L,0.07994270841930207
1.971639840923534,L,-0.06246067029599067
2.2037966105763904,L,0.04793276855064721
2.267557283939594,L,0.07825176379798093
2.2305580066472457,L,0.060658146083321096
2.261485045077275,L,0.07536433850122148
2.000556594007515,L,-0.04871039362737095
2.248300006942141,L,0.06909468845725342
2.0851965384974505,L,-0.008463044605397041
2.3055581551742823,L,0.0963216519215897
2.2988929047256605,L,0.09315224222099072
2.173307096746878,L,0.03343462453600177
1.9940838624041621,L,-0.051788258216432514
2.244479789377297,L,0.0672781273690024
2.17679464673081,L,0.03509299804133392
1.985820951348709,L,-0.05571737545759392
2.1974109161029625,L,0.044896291202173755
2.076485474009302,L,-0.01260526439205023
2.2636622102489383,L,0.07639960768848852
2.0451339359931335,L,-0.02751331165645332
2.0882031174394724,L,-0.007033378827957182
2.2968440929258347,L,0.09217800666253373
2.162364225561223,L,0.028231152835191287
2.2530439327007006,L,0.07135048430978719
1.967470734381893,L,-0.06444313244317668
1.9678041898673395,L,-0.06428457020182676
2.188218527920687,L,0.040525195997101804
2.041903660563639,L,-0.02904934790306779
2.046900945510594,L,-0.02667307659719187
2.185273880612865,L,0.03912497948397986
2.103858460628564,L,4.1093207261377884e-4
2.2499230872541,L,0.06986648338457502
1.996675309858385,L,-0.05055599263791932
2.3228187649330394,L,0.10452928709289333
2.1946572324380726,L,0.043586880282485474
2.196796829369089,L,0.044604285302868085
2.2309601127743357,L,0.06084935256081114
2.1442374598790614,L,0.019611649721785307
2.094427934621099,L,-0.004073400637792934
2.18032196372854,L,0.03677028125760118
2.312221577684382,L,0.09949019241462786
2.0332658064332363,L,-0.03315675525171691
2.2314322917540457,L,0.06107387955349464
2.1137821427514485,L,0.0051297666653085106
2.2611250127926126,L,0.07519313866044519
2.281482811813675,L,0.08487352594634823
2.3173490491366717,L,0.10192836902714952
2.2928844472549574,L,0.09029514577126618
2.0487460114316063,L,-0.02579572474471803
2.0360879899123296,L,-0.03181477181621706
2.2470075625429713,L,0.06848011502932483
2.0143882102413104,L,-0.0421332876349898
2.264650206777243,L,0.07686941235751088
2.314423096638895,L,0.10053704212931902
2.138014207164143,L,0.01665241545504892
1.9677977235088449,L,-0.0642876450359231
2.1854717514944997,L,0.039219069555546326
2.2617905386100166,L,0.0755096044853889
2.0109360585569855,L,-0.043774828807459976
2.321222126437531,L,0.10377006557900992
2.2061945270310575,L,0.04907300772563872
2.2745501794673393,L,0.08157697281927012
2.0428608518428613,L,-0.02859419151410969
2.2737622452342725,L,0.08120230026630826
2.2475481715510544,L,0.06873718135378737
2.180699968981478,L,0.0369500274689063
2.0305513347856525,L,-0.034447520368222295
1.9750879077124672,L,-0.06082107154221583
2.1855204079762776,L,0.03924220631935338
2.2519528663973416,L,0.0708316686774988
2.026859200021034,L,-0.036203176487838884
2.2005301117120997,L,0.04637950760909937
2.1028332048740395,L,-7.658982307978679e-5
2.0968943937485127,L,-0.002900568567218431
1.9753914606623135,L,-0.060676728329413177
2.1092842826096114,L,0.002990978081839124
2.157931244162879,L,0.026123214903257752
2.256468997006354,L,0.07297914509593317
2.2645464473692636,L,0.07682007346518982
1.9574931892867455,L,-0.0691875795508261
2.1659639678694,L,0.02994287518968286
2.0651656992517315,L,-0.017987958441102236
1.9673777527287075,L,-0.06448734637870024
2.0862478164010314,L,-0.007963148853344149
2.052452319300068,L,-0.024033329137492676
2.3152052521549855,L,0.10090896683030115
2.3066967399135714,L,0.09686306316269344
2.1820892215658034,L,0.03761063439602541
2.3117889753226373,L,0.09928448459728689
2.2795096641314325,L,0.08393526961929498
1.9976150498314005,L,-0.05010913456267152
2.1747251569392487,L,0.03410892983996261
2.0857224659868083,L,-0.008212959526159413
2.2039648370260974,L,0.048012762325181146
2.190318569013638,L,0.041523791723243164
2.2121387634420975,L,0.05189956626068937
2.185486395263074,L,0.03922603285010373
1.9984450979082014,L,-0.04971443635187578
2.0574794840979,L,-0.02164284958993834
2.017769760224564,L,-0.04052531845174623
2.0162957692001493,L,-0.04122621956377304
2.1614440780033433,L,0.027793611197647783
2.1124526885714396,L,0.0044975946250975785
2.0977214641522512,L,-0.0025072862770939564
2.2667440449835126,L,0.07786505853368841
2.030637438032246,L,-0.03440657720080342
2.142434469272386,L,0.01875430520593624
2.099870343204772,L,-0.0014854674921928046
2.048996460481614,L,-0.02567663309846724
2.251592179199503,L,0.07066015741734066
2.067158315535539,L,-0.01704044455124132
1.9820486638349781,L,-0.057511145208877346
2.3050736318084963,L,0.09609125501939864
2.0938100210089234,L,-0.004367226265450719
2.074764121221913,L,-0.013423789106846384
2.2002239638722627,L,0.04623393049374935
2.2420572522046514,L,0.06612618073560439
2.1330249637786722,L,0.014279968011933208
2.298630164970985,L,0.09302730619141153
1.971546105046568,L,-0.06250524287432668
2.202652542021537,L,0.04738874968686213
2.2599780479526377,L,0.0746477425769696
2.078171194809793,L,-0.011803683131336729
2.299399573403858,L,0.09339316949537402
2.1329968085728988,L,0.014266579860506834
2.304801519193421,L,0.09596186207782464
2.0687430418668886,L,-0.01628688741995421
2.1757641664765544,L,0.03460299183087123
2.284042358744929,L,0.08609062242840615
2.1788550363981565,L,0.036072739020167166
2.116825082362189,L,0.006576722394123102
2.161264089610836,L,0.027708024472647086
2.3023398263689474,L,0.09479129644373141
2.2633247632910667,L,0.07623914745222882
2.059791851696384,L,-0.02054328996281274
2.2666896286598344,L,0.07783918289323566
2.0492262639218968,L,-0.025567358697080933
2.079184101416182,L,-0.011322033409569165
2.1600917563228204,L,0.02715056537579641
2.0228598879457076,L,-0.0381048992490417
2.142517823597981,L,0.01879394122714273
2.2977457492301046,L,0.09260675547840891
2.067148215638394,L,-0.017045247178274492
2.0854869789841737,L,-0.008324936532315141
1.9741513664586985,L,-0.061266408586575394
2.282000098760936,L,0.08511950234007548
2.143389500048107,L,0.01920843424853902
2.252243114496826,L,0.07096968526804948
2.0410598437252125,L,-0.029450593331705854
2.2084082740042064,L,0.05012567201566842
2.2729925967069735,L,0.08083632279445241
2.1203930013793575,L,0.008273312376920083
2.016351659944303,L,-0.041199642817998816
2.1421635781690886,L,0.018625493108444413
2.2765290697614815,L,0.08251795982988908
1.9653800325551707,L,-0.06543728723177034
2.048994681549023,L,-0.025677479003096693
2.301469290475574,L,0.09437734577129286
2.181708339422317,L,0.03742952018739132
2.3060926512553337,L,0.09657581147302352
2.2562900421541148,L,0.0728940498322177
1.9713332488267552,L,-0.0626064586610563
2.065288173556993,L,-0.017929720381758107
2.1434079636817667,L,0.019217213936576494
2.2171566410100327,L,0.0542856296146208
2.0588484438978827,L,-0.020991892134814893
2.125895150356793,L,0.01088965282468668
2.22423273103131,L,0.057650398654977675
2.000646930812367,L,-0.04866743735020995
2.3004314247851707,L,0.09388382769384962
2.0993438384671137,L,-0.0017358270601952608
2.0456362575162874,L,-0.027274451508500053
2.3052902648616858,L,0.0961942667374942
2.2659802715399753,L,0.07750187473742054
2.1074033479840097,L,0.002096570213068638
2.284589969713425,L,0.08635101827235614
2.0298751025577766,L,-0.03476907722484879
2.3063454194287454,L,0.09669600589137128
2.130918996864371,L,0.013278554483847849
1.9940030745693615,L,-0.051826673839263315
2.1870324659589353,L,0.039961208744700105
2.0621370171631774,L,-0.019428134540333097
2.2617560709035898,L,0.07549321466118819
2.0749554111092725,L,-0.01333282838011951
2.277890297533905,L,0.0831652406094936
1.9632702756468894,L,-0.06644050294925241
2.153817589130259,L,0.024167120640063322
2.131098123150784,L,0.013363731266650802
2.279461320646896,L,0.0839122816895792
2.134031702131546,L,0.014758684652239396
2.0356820405427665,L,-0.032007805803426326
2.142330392018522,L,0.01870481517393352
1.9565367026192932,L,-0.06964240088810136
1.9859014377017963,L,-0.055679103193077006
2.071463525832156,L,-0.014993263371419707
2.1557778046150093,L,0.025099227545951175
